Cultivar	Wild
s1351	Landrace	
s1352	Landrace	
s1353	Landrace	
s1354	Landrace	
s1355	Landrace	
s1356	Landrace	
s1357	Landrace	
s1358	Landrace	
s1359	Landrace	
s1360	Landrace	
s1361	Landrace	
s1362	Landrace	
s1363	Landrace	
s1364	Landrace	
s1365	Landrace	
s1366	Landrace	
s1367	Landrace	
s1368	Landrace	
s1369	Landrace	
s1370	Landrace	
s1371	Landrace	
s1372	Landrace	
s1373	Landrace	
s1374	Landrace	
s1375	Landrace	
s1376	Landrace	
s1377	Landrace	
s1378	Landrace	
s1379	Landrace	
s1380	Landrace	
s1381	Landrace	
s1382	Landrace	
s1383	Landrace	
s1384	Landrace	
s1385	Landrace	
s1386	Landrace	
s1387	Landrace	
s1388	Landrace	
s1389	Landrace	
s1390	Landrace	
s1391	Landrace	
s1392	Landrace	
s1393	Landrace	
s1394	Landrace	
s1395	Landrace	
s1396	Landrace	
s1397	Landrace	
s1398	Landrace	
s1399	Landrace	
s1400	Landrace	
s1401	Landrace	
s1402	Landrace	
s1403	Landrace	
s1404	Landrace	
s1405	Landrace	
s1406	Landrace	
s1407	Landrace	
s1408	Landrace	
s1409	Landrace	
s1410	Landrace	
s1411	Landrace	
s1412	Landrace	
s1413	Landrace	
s1414	Landrace	
s1415	Landrace	
s1416	Landrace	
s1417	Landrace	
s1418	Landrace	
s1419	Landrace	
s1420	Landrace	
s1421	Landrace	
s1422	Landrace	
s1423	Landrace	
s1424	Landrace	
s1425	Landrace	
s1426	Landrace	
s1427	Landrace	
s1428	Landrace	
s1429	Landrace	
s1430	Landrace	
s1431	Landrace	
s1432	Landrace	
s1433	Landrace	
s1434	Landrace	
s1435	Landrace	
s1436	Landrace	
s1437	Landrace	
s1438	Landrace	
s1439	Landrace	
s1440	Landrace	
s1441	Landrace	
s1442	Landrace	
s1443	Landrace	
s1444	Landrace	
s1445	Landrace	
s1446	Landrace	
s1447	Landrace	
s1448	Landrace	
s1449	Landrace	
s1450	Landrace	
s1451	Landrace	
s1452	Landrace	
s1453	Landrace	
s1454	Landrace	
s1455	Landrace	
s1456	Landrace	
s1457	Landrace	
s1458	Landrace	
s1459	Landrace	
s1460	Landrace	
s1461	Landrace	
s1462	Landrace	
s1463	Landrace	
s1464	Landrace	
s1465	Landrace	
s1466	Landrace	
s1467	Landrace	
s1468	Landrace	
s1469	Landrace	
s1470	Landrace	
s1471	Landrace	
s1472	Landrace	
s1473	Landrace	
s1474	Landrace	
s1475	Landrace	
s1476	Landrace	
s1477	Landrace	
s1478	Landrace	
s1479	Landrace	
s1480	Landrace	
s1481	Landrace	
s1482	Landrace	
s1483	Landrace	
s1484	Landrace	
s1485	Landrace	
s1486	Landrace	
s1487	Landrace	
s1488	Landrace	
s1489	Landrace	
s1490	Landrace	
s1491	Landrace	
s1492	Landrace	
s1493	Landrace	
s1494	Landrace	
s1495	Landrace	
s1496	Landrace	
s1497	Landrace	
s1498	Landrace	
s1499	Landrace	
s1500	Landrace	
s1501	Landrace	
s1502	Landrace	
s1503	Landrace	
s1504	Landrace	
s1505	Landrace	
s1506	Landrace	
s1507	Landrace	
s1508	Landrace	
s1509	Landrace	
s1510	Landrace	
s1511	Landrace	
s1512	Landrace	
s1513	Landrace	
s1514	Landrace	
s1515	Landrace	
s1516	Landrace	
s1517	Landrace	
s1518	Landrace	
s1519	Landrace	
s1520	Landrace	
s1521	Landrace	
s1522	Landrace	
s1523	Landrace	
s1524	Landrace	
s1525	Landrace	
s1526	Landrace	
s1527	Landrace	
s1528	Landrace	
s1529	Landrace	
s1530	Landrace	
s1531	Landrace	
s1532	Landrace	
s1533	Landrace	
s1534	Landrace	
s1535	Landrace	
s1536	Landrace	
s1537	Landrace	
s1538	Landrace	
s1539	Landrace	
s1540	Landrace	
s1541	Landrace	
s1542	Landrace	
s1543	Landrace	
s1544	Landrace	
s1545	Improved cultivar	
s1546	Improved cultivar	
s1547	Improved cultivar	
s1548	Improved cultivar	
s1549	Improved cultivar	
s1550	Improved cultivar	
s1551	Improved cultivar	
s1552	Improved cultivar	
s1553	Improved cultivar	
s1554	Improved cultivar	
s1555	Improved cultivar	
s1556	Improved cultivar	
s1557	Improved cultivar	
s1558	Improved cultivar	
s1559	Improved cultivar	
s1560	Improved cultivar	
s1561	Improved cultivar	
s1562	Improved cultivar	
s1563	Improved cultivar	
s1564	Improved cultivar	
s1565	Improved cultivar	
s1566	Improved cultivar	
s1567	Improved cultivar	
s1568	Improved cultivar	
s1569	Improved cultivar	
s1570	Improved cultivar	
s1571	Improved cultivar	
s1572	Improved cultivar	
s1573	Improved cultivar	
s1574	Improved cultivar	
s1575	Improved cultivar	
s1576	Improved cultivar	
s1577	Improved cultivar	
s1578	Improved cultivar	
s1579	Improved cultivar	
s1580	Improved cultivar	
s1581	Improved cultivar	
s1582	Improved cultivar	
s1583	Improved cultivar	
s1584	Improved cultivar	
s1585	Improved cultivar	
s1586	Improved cultivar	
s1587	Improved cultivar	
s1588	Improved cultivar	
s1589	Improved cultivar	
s1590	Improved cultivar	
s1591	Improved cultivar	
s1592	Improved cultivar	
s1593	Improved cultivar	
s1594	Improved cultivar	
s1595	Improved cultivar	
s1596	Improved cultivar	
s1597	Improved cultivar	
s1598	Improved cultivar	
s1599	Improved cultivar	
s1600	Improved cultivar	
s1601	Improved cultivar	
s1602	Improved cultivar	
s1603	Improved cultivar	
s1604	Improved cultivar	
s1605	Improved cultivar	
s1606	Improved cultivar	
s1607	Improved cultivar	
s1608	Improved cultivar	
s1609	Improved cultivar	
s1610	Improved cultivar	
s1611	Improved cultivar	
s1612	Improved cultivar	
s1613	Improved cultivar	
s1614	Improved cultivar	
s1615	Improved cultivar	
s1616	Improved cultivar	
s1617	Improved cultivar	
s1618	Improved cultivar	
s1619	Improved cultivar	
s1620	Improved cultivar	
s1621	Improved cultivar	
s1622	Improved cultivar	
s1623	Improved cultivar	
s1624	Improved cultivar	
s1625	Improved cultivar	
s1626	Improved cultivar	
s1627	Improved cultivar	
s1628	Improved cultivar	
s1629	Improved cultivar	
s1630	Improved cultivar	
s1631	Improved cultivar	
s1632	Improved cultivar	
s1633	Improved cultivar	
s1634	Improved cultivar	
s1635	Improved cultivar	
s1636	Improved cultivar	
s1637	Improved cultivar	
s1638	Improved cultivar	
s1639	Improved cultivar	
s1640	Improved cultivar	
s1641	Improved cultivar	
s1642	Improved cultivar	
s1643	Improved cultivar	
s1644	Improved cultivar	
s1645	Improved cultivar	
s1646	Improved cultivar	
s1647	Improved cultivar	
s1648	Improved cultivar	
s1649	Improved cultivar	
s1650	Improved cultivar	
s1651	Improved cultivar	
s1652	Improved cultivar	
s1653	Improved cultivar	
s1654	Improved cultivar	
s1655	Improved cultivar	
s1656	Improved cultivar	
s1657	Improved cultivar	
s1658	Improved cultivar	
s1659	Improved cultivar	
s1660	Improved cultivar	
s1661	Improved cultivar	
s1662	Improved cultivar	
s1663	Improved cultivar	
s1664	Improved cultivar	
s1665	Improved cultivar	
s1666	Improved cultivar	
s1667	Improved cultivar	
s1668	Improved cultivar	
s1669	Improved cultivar	
s1670	Improved cultivar	
s1671	Improved cultivar	
s1672	Improved cultivar	
s1673	Improved cultivar	
s1674	Improved cultivar	
s1675	Improved cultivar	
s1676	Improved cultivar	
s1677	Improved cultivar	
s1678	Improved cultivar	
s1679	Improved cultivar	
s1680	Improved cultivar	
s1681	Improved cultivar	
s1682	Improved cultivar	
s1683	Improved cultivar	
s1684	Improved cultivar	
s1685	Improved cultivar	
s1686	Improved cultivar	
s1687	Improved cultivar	
s1688	Improved cultivar	
s1689	Improved cultivar	
s1690	Improved cultivar	
s1691	Improved cultivar	
s1692	Improved cultivar	
s1693	Improved cultivar	
s1694	Improved cultivar	
s1695	Improved cultivar	
s1696	Improved cultivar	
s1697	Improved cultivar	
s1698	Improved cultivar	
s1699	Improved cultivar	
s1700	Improved cultivar	
s1701	Improved cultivar	
s1702	Improved cultivar	
s1703	Improved cultivar	
s1704	Improved cultivar	
s1705	Improved cultivar	
s1706	Improved cultivar	
s1707	Improved cultivar	
s1708	Improved cultivar	
s1709	Improved cultivar	
s1710	Improved cultivar	
s1711	Improved cultivar	
s1712	Improved cultivar	
s1713	Improved cultivar	
s1714	Improved cultivar	
s1715	Improved cultivar	
s1716	Improved cultivar	
s1717	Improved cultivar	
s1718	Improved cultivar	
s1719	Improved cultivar	
s1720	Improved cultivar	
s1721	Improved cultivar	
s1722	Improved cultivar	
s1723	Improved cultivar	
s1724	Improved cultivar	
s1725	Improved cultivar	
s1726	Improved cultivar	
s1727	Improved cultivar	
s1728	Improved cultivar	
s1729	Improved cultivar	
s1730	Improved cultivar	
s1731	Improved cultivar	
s1732	Improved cultivar	
s1733	Improved cultivar	
s1734	Improved cultivar	
s1735	Improved cultivar	
s1736	Improved cultivar	
s1737	Improved cultivar	
s1738	Improved cultivar	
s1739	Improved cultivar	
s1740	Improved cultivar	
s1741	Improved cultivar	
s1742	Improved cultivar	
s1743	Improved cultivar	
s1744	Improved cultivar	
s1745	Improved cultivar	
s1746	Improved cultivar	
s1747	Improved cultivar	
s1748	Improved cultivar	
s1749	Improved cultivar	
s1750	Improved cultivar	
s1751	Improved cultivar	
s1752	Improved cultivar	
s1753	Improved cultivar	
s1754	Improved cultivar	
s1755	Improved cultivar	
s1756	Improved cultivar	
s1757	Improved cultivar	
s1758	Improved cultivar	
s1759	Improved cultivar	
s1760	Improved cultivar	
s1761	Improved cultivar	
s1762	Improved cultivar	
s1763	Improved cultivar	
s1764	Improved cultivar	
s1765	Improved cultivar	
s1766	Improved cultivar	
s1767	Improved cultivar	
s1768	Improved cultivar	
s1769	Improved cultivar	
s1770	Improved cultivar	
s1771	Improved cultivar	
s1772	Improved cultivar	
s1773	Improved cultivar	
s1774	Improved cultivar	
s1775	Improved cultivar	
s1776	Improved cultivar	
s1777	Improved cultivar	
s1778	Improved cultivar	
s1779	Improved cultivar	
s1780	Improved cultivar	
s1781	Improved cultivar	
s1782	Improved cultivar	
s1783	Improved cultivar	
s1784	Improved cultivar	
s1785	Improved cultivar	
s1786	Improved cultivar	
s1787	Improved cultivar	
s1788	Improved cultivar	
s1789	Improved cultivar	
s1790	Improved cultivar	
s1791	Improved cultivar	
s1792	Improved cultivar	
s1793	Improved cultivar	
s1794	Improved cultivar	
s1795	Improved cultivar	
s1796	Improved cultivar	
s1797	Improved cultivar	
s1798	Improved cultivar	
s1799	Improved cultivar	
s1800	Improved cultivar	
s1801	Improved cultivar	
s1802	Improved cultivar	
s1803	Improved cultivar	
s1804	Improved cultivar	
s1805	Improved cultivar	
s1806	Improved cultivar	
s1807	Improved cultivar	
s1808	Improved cultivar	
s1809	Improved cultivar	
s1810	Improved cultivar	
s1811	Improved cultivar	
s1812	Improved cultivar	
s1813	Improved cultivar	
s1814	Improved cultivar	
s1815	Improved cultivar	
s1816	Improved cultivar	
s1817	Improved cultivar	
s1818	Improved cultivar	
s1819	Improved cultivar	
s1820	Improved cultivar	
s1821	Improved cultivar	
s1822	Improved cultivar	
s1823	Improved cultivar	
s1824	Improved cultivar	
s1825	Improved cultivar	
s1826	Improved cultivar	
s1827	Improved cultivar	
s1828	Improved cultivar	
s1829	Improved cultivar	
s1830	Improved cultivar	
s1831	Improved cultivar	
s1832	Improved cultivar	
s1833	Improved cultivar	
s1834	Improved cultivar	
s1835	Improved cultivar	
s1836	Improved cultivar	
s1837	Improved cultivar	
s1838	Improved cultivar	
s1839	Improved cultivar	
s1840	Improved cultivar	
s1841	Improved cultivar	
s1842	Improved cultivar	
s1843	Improved cultivar	
s1844	Improved cultivar	
s1845	Improved cultivar	
s1846	Improved cultivar	
s1847	Improved cultivar	
s1848	Improved cultivar	
s1849	Improved cultivar	
s1850	Improved cultivar	
s1851	Improved cultivar	
s1852	Improved cultivar	
s1853	Improved cultivar	
s1854	Improved cultivar	
s1855	Improved cultivar	
s1856	Improved cultivar	
s1857	Improved cultivar	
s1858	Improved cultivar	
s1859	Improved cultivar	
s1860	Improved cultivar	
s1861	Improved cultivar	
s1862	Improved cultivar	
s1863	Improved cultivar	
s1864	Improved cultivar	
s1865	Improved cultivar	
s1866	Improved cultivar	
s1867	Improved cultivar	
s1868	Improved cultivar	
s1869	Improved cultivar	
s1870	Improved cultivar	
s1871	Improved cultivar	
s1872	Improved cultivar	
s1873	Improved cultivar	
s1874	Improved cultivar	
s1875	Improved cultivar	
s1876	Improved cultivar	
s1877	Improved cultivar	
s1878	Improved cultivar	
s1879	Improved cultivar	
s1880	Improved cultivar	
s1881	Improved cultivar	
s1882	Improved cultivar	
s1883	Improved cultivar	
s1884	Improved cultivar	
s1885	Improved cultivar	
s1886	Improved cultivar	
s1887	Improved cultivar	
s1888	Improved cultivar	
s1889	Improved cultivar	
s1890	Improved cultivar	
s1891	Improved cultivar	
s1892	Improved cultivar	
s1893	Improved cultivar	
s1894	Improved cultivar	
s1895	Improved cultivar	
s1896	Improved cultivar	
s1897	Improved cultivar	
s1898	Improved cultivar	
s1899	Improved cultivar	
s1900	Improved cultivar	
s1901	Improved cultivar	
s1902	Improved cultivar	
s1903	Improved cultivar	
s1904	Improved cultivar	
s1905	Improved cultivar	
s1906	Improved cultivar	
s1907	Improved cultivar	
s1908	Improved cultivar	
s1909	Improved cultivar	
s1910	Improved cultivar	
s1911	Improved cultivar	
s1912	Improved cultivar	
s1913	Improved cultivar	
s1914	Improved cultivar	
s1915	Improved cultivar	
s1916	Improved cultivar	
s1917	Improved cultivar	
s1918	Improved cultivar	
s1919	Improved cultivar	
s1920	Improved cultivar	
s1921	Improved cultivar	
s1922	Improved cultivar	
s1923	Improved cultivar	
s1924	Improved cultivar	
s1925	Improved cultivar	
s1926	Improved cultivar	
s1927	Improved cultivar	
s1928	Improved cultivar	
s1929	Improved cultivar	
s1930	Improved cultivar	
s1931	Improved cultivar	
s1932	Improved cultivar	
s1933	Improved cultivar	
s1934	Improved cultivar	
s1935	Improved cultivar	
s1936	Improved cultivar	
s1937	Improved cultivar	
s1938	Improved cultivar	
s1939	Improved cultivar	
s1940	Improved cultivar	
s1941	Improved cultivar	
s1942	Improved cultivar	
s1943	Improved cultivar	
s1944	Improved cultivar	
s1945	Improved cultivar	
s1946	Improved cultivar	
s1947	Improved cultivar	
s1948	Improved cultivar	
s1949	Improved cultivar	
s1950	Improved cultivar	
s1951	Improved cultivar	
s1952	Improved cultivar	
s1953	Improved cultivar	
s1954	Improved cultivar	
s1955	Improved cultivar	
s1956	Improved cultivar	
s1957	Improved cultivar	
s1958	Improved cultivar	
s1959	Improved cultivar	
s1960	Improved cultivar	
s1961	Improved cultivar	
s1962	Improved cultivar	
s1963	Improved cultivar	
s1964	Improved cultivar	
s1965	Improved cultivar	
s1966	Improved cultivar	
s1967	Improved cultivar	
s1968	Improved cultivar	
s1969	Improved cultivar	
s1970	Improved cultivar	
s1971	Improved cultivar	
s1972	Improved cultivar	
s1973	Improved cultivar	
s1974	Improved cultivar	
s1975	Improved cultivar	
s1976	Improved cultivar	
s1977	Improved cultivar	
s1978	Improved cultivar	
s1979	Improved cultivar	
s1980	Improved cultivar	
s1981	Improved cultivar	
s1982	Improved cultivar	
s1983	Improved cultivar	
s1984	Improved cultivar	
s1985	Improved cultivar	
s1986	Improved cultivar	
s1987	Improved cultivar	
s1988	Improved cultivar	
s1989	Improved cultivar	
s1990	Improved cultivar	
s1991	Improved cultivar	
s1992	Improved cultivar	
s1993	Improved cultivar	
s1994	Improved cultivar	
s1995	Improved cultivar	
s1996	Improved cultivar	
s1997	Improved cultivar	
s1998	Improved cultivar	
s1999	Improved cultivar	
s2000	Improved cultivar	
s2001	Improved cultivar	
s2002	Improved cultivar	
s2003	Improved cultivar	
s2004	Improved cultivar	
s2005	Improved cultivar	
s2006	Improved cultivar	
s2007	Improved cultivar	
s2008	Improved cultivar	
s2009	Improved cultivar	
s2010	Improved cultivar	
s2011	Improved cultivar	
s2012	Improved cultivar	
s2013	Improved cultivar	
s2014	Improved cultivar	
s2015	Improved cultivar	
s2016	Improved cultivar	
s2017	Improved cultivar	
s2018	Improved cultivar	
s2019	Improved cultivar	
s2020	Improved cultivar	
s2021	Improved cultivar	
s2022	Improved cultivar	
s2023	Improved cultivar	
s2024	Improved cultivar	
s2025	Improved cultivar	
s2026	Improved cultivar	
s2027	Improved cultivar	
s2028	Improved cultivar	
s2029	Improved cultivar	
s2030	Improved cultivar	
s2031	Improved cultivar	
s2032	Improved cultivar	
s2033	Improved cultivar	
s2034	Improved cultivar	
s2035	Improved cultivar	
s2036	Improved cultivar	
s2037	Improved cultivar	
s2038	Improved cultivar	
s2039	Improved cultivar	
s2040	Improved cultivar	
s2041	Improved cultivar	
s2042	Improved cultivar	
s2043	Improved cultivar	
s2044	Improved cultivar	
s2045	Improved cultivar	
s2046	Improved cultivar	
s2047	Improved cultivar	
s2048	Improved cultivar	
s2049	Improved cultivar	
s2050	Improved cultivar	
s2051	Improved cultivar	
s2052	Improved cultivar	
s2053	Improved cultivar	
s2054	Improved cultivar	
s2055	Improved cultivar	
s2056	Improved cultivar	
s2057	Improved cultivar	
s2058	Improved cultivar	
s2059	Improved cultivar	
s2060	Improved cultivar	
s2061	Improved cultivar	
s2062	Improved cultivar	
s2063	Improved cultivar	
s2064	Improved cultivar	
s2065	Improved cultivar	
s2066	Improved cultivar	
s2067	Improved cultivar	
s2068	Improved cultivar	
s2069	Improved cultivar	
s2070	Improved cultivar	
s2071	Improved cultivar	
s2072	Improved cultivar	
s2073	Improved cultivar	
s2074	Improved cultivar	
s2075	Improved cultivar	
s2076	Improved cultivar	
s2077	Improved cultivar	
s2078	Improved cultivar	
s2079	Improved cultivar	
s2080	Improved cultivar	
s2081	Improved cultivar	
s2082	Improved cultivar	
s2083	Improved cultivar	
s2084	Improved cultivar	
s2085	Improved cultivar	
s2086	Improved cultivar	
s2087	Improved cultivar	
s2088	Improved cultivar	
s2089	Improved cultivar	
s2090	Improved cultivar	
s2091	Improved cultivar	
s2092	Improved cultivar	
s2093	Improved cultivar	
s2094	Improved cultivar	
s2095	Improved cultivar	
s2096	Improved cultivar	
s2097	Improved cultivar	
s2098	Improved cultivar	
s2099	Improved cultivar	
s2100	Improved cultivar	
s2101	Improved cultivar	
s2102	Improved cultivar	
s2103	Improved cultivar	
s2104	Improved cultivar	
s2105	Improved cultivar	
s2106	Improved cultivar	
s2107	Improved cultivar	
s2108	Improved cultivar	
s2109	Improved cultivar	
s2110	Improved cultivar	
s2111	Improved cultivar	
s2112	Improved cultivar	
s2113	Improved cultivar	
s2114	Improved cultivar	
s2115	Improved cultivar	
s2116	Improved cultivar	
s2117	Improved cultivar	
s2118	Improved cultivar	
s2119	Improved cultivar	
s2120	Improved cultivar	
s2121	Improved cultivar	
s2122	Improved cultivar	
s2123	Improved cultivar	
s2124	Improved cultivar	
s2125	Improved cultivar	
s2126	Improved cultivar	
s2127	Improved cultivar	
s2128	Improved cultivar	
s2129	Improved cultivar	
s2130	Improved cultivar	
s2131	Improved cultivar	
s2132	Improved cultivar	
s2133	Improved cultivar	
s2134	Improved cultivar	
s2135	Improved cultivar	
s2136	Improved cultivar	
s2137	Improved cultivar	
s2138	Improved cultivar	
s2139	Improved cultivar	
s2140	Improved cultivar	
s2141	Improved cultivar	
s2142	Improved cultivar	
s2143	Improved cultivar	
s2144	Improved cultivar	
s2145	Improved cultivar	
s2146	Improved cultivar	
s2147	Improved cultivar	
s2148	Improved cultivar	
s2149	Improved cultivar	
s2150	Improved cultivar	
s2151	Improved cultivar	
s2152	Improved cultivar	
s2153	Improved cultivar	
s2154	Improved cultivar	
s2155	Improved cultivar	
s2156	Improved cultivar	
s2157	Improved cultivar	
s2158	Improved cultivar	
s2159	Improved cultivar	
s2160	Improved cultivar	
s2161	Improved cultivar	
s2162	Improved cultivar	
s2163	Improved cultivar	
s2164	Improved cultivar	
s2165	Improved cultivar	
s2166	Improved cultivar	
s2167	Improved cultivar	
s2168	Improved cultivar	
s2169	Improved cultivar	
s2170	Improved cultivar	
s2171	Improved cultivar	
s2172	Improved cultivar	
s2173	Improved cultivar	
s2174	Improved cultivar	
s2175	Improved cultivar	
s2176	Improved cultivar	
s2177	Improved cultivar	
s2178	Improved cultivar	
s2179	Improved cultivar	
s2180	Improved cultivar	
s2181	Improved cultivar	
s2182	Improved cultivar	
s2183	Improved cultivar	
s2184	Improved cultivar	
s2185	Improved cultivar	
s2186	Improved cultivar	
s2187	Improved cultivar	
s2188	Improved cultivar	
s2189	Improved cultivar	
s2190	Improved cultivar	
s2191	Improved cultivar	
s2192	Improved cultivar	
s2193	Improved cultivar	
s2194	Improved cultivar	
s2195	Improved cultivar	
s2196	Improved cultivar	
s2197	Improved cultivar	
s2198	Improved cultivar	
s2199	Improved cultivar	
s2200	Improved cultivar	
s2201	Improved cultivar	
s2202	Improved cultivar	
s2203	Improved cultivar	
s2204	Improved cultivar	
s2205	Improved cultivar	
s2206	Improved cultivar	
s2207	Improved cultivar	
s2208	Improved cultivar	
s2209	Improved cultivar	
s2210	Improved cultivar	
s2211	Improved cultivar	
s2212	Improved cultivar	
s2213	Improved cultivar	
s2214	Improved cultivar	
s2215	Improved cultivar	
s2216	Improved cultivar	
s2217	Improved cultivar	
s2218	Improved cultivar	
s2219	Improved cultivar	
s2220	Improved cultivar	
s2221	Improved cultivar	
s2222	Improved cultivar	
s2223	Improved cultivar	
s2224	Improved cultivar	
s2225	Improved cultivar	
s2226	Improved cultivar	
s2227	Improved cultivar	
s2228	Improved cultivar	
s2229	Improved cultivar	
s2230	Improved cultivar	
s2231	Improved cultivar	
s2232	Improved cultivar	
s2233	Improved cultivar	
s2234	Improved cultivar	
s2235	Improved cultivar	
s2236	Improved cultivar	
s2237	Improved cultivar	
s2238	Improved cultivar	
s2239	Improved cultivar	
s2240	Improved cultivar	
s2241	Improved cultivar	
s2242	Improved cultivar	
s2243	Improved cultivar	
s2244	Improved cultivar	
s2245	Improved cultivar	
s2246	Improved cultivar	
s2247	Improved cultivar	
s2248	Improved cultivar	
s2249	Improved cultivar	
s2250	Improved cultivar	
s2251	Improved cultivar	
s2252	Improved cultivar	
s2253	Improved cultivar	
s2254	Improved cultivar	
s2255	Improved cultivar	
s2256	Improved cultivar	
s2257	Improved cultivar	
s2258	Improved cultivar	
s2259	Improved cultivar	
s2260	Improved cultivar	
s2261	Improved cultivar	
s2262	Improved cultivar	
s2263	Improved cultivar	
s2264	Improved cultivar	
s2265	Improved cultivar	
s2266	Improved cultivar	
s2267	Improved cultivar	
s2268	Improved cultivar	
s2269	Improved cultivar	
s2270	Improved cultivar	
s2271	Improved cultivar	
s2272	Improved cultivar	
s2273	Improved cultivar	
s2274	Improved cultivar	
s2275	Improved cultivar	
s2276	Improved cultivar	
s2277	Improved cultivar	
s2278	Improved cultivar	
s2279	Improved cultivar	
s2280	Improved cultivar	
s2281	Improved cultivar	
s2282	Improved cultivar	
s2283	Improved cultivar	
s2284	Improved cultivar	
s2285	Improved cultivar	
s2286	Improved cultivar	
s2287	Improved cultivar	
s2288	Improved cultivar	
s2289	Improved cultivar	
s2290	Improved cultivar	
s2291	Improved cultivar	
s2292	Improved cultivar	
s2293	Improved cultivar	
s2294	Improved cultivar	
s2295	Improved cultivar	
s2296	Improved cultivar	
s2297	Improved cultivar	
s2298	Improved cultivar	
s2299	Improved cultivar	
s2300	Improved cultivar	
s2301	Improved cultivar	
s2302	Improved cultivar	
s2303	Improved cultivar	
s2304	Improved cultivar	
s2305	Improved cultivar	
s2306	Improved cultivar	
s2307	Improved cultivar	
s2308	Improved cultivar	
s2309	Improved cultivar	
s2310	Improved cultivar	
s2311	Improved cultivar	
s2312	Improved cultivar	
s2313	Improved cultivar	
s2314	Improved cultivar	
s2315	Improved cultivar	
s2316	Improved cultivar	
s2317	Improved cultivar	
s2318	Improved cultivar	
s2319	Improved cultivar	
s2320	Improved cultivar	
s2321	Improved cultivar	
s2322	Improved cultivar	
s2323	Improved cultivar	
s2324	Improved cultivar	
s2325	Improved cultivar	
s2326	Improved cultivar	
s2327	Improved cultivar	
s2328	Improved cultivar	
s2329	Improved cultivar	
s2330	Improved cultivar	
s2331	Improved cultivar	
s2332	Improved cultivar	
s2333	Improved cultivar	
s2334	Improved cultivar	
s2335	Improved cultivar	
s2336	Improved cultivar	
s2337	Improved cultivar	
s2338	Improved cultivar	
s2339	Improved cultivar	
s2340	Improved cultivar	
s2341	Improved cultivar	
s2342	Improved cultivar	
s2343	Improved cultivar	
s2344	Improved cultivar	
s2345	Improved cultivar	
s2346	Improved cultivar	
s2347	Improved cultivar	
s2348	Improved cultivar	
s2349	Improved cultivar	
s2350	Improved cultivar	
s2351	Improved cultivar	
s2352	Improved cultivar	
s2353	Improved cultivar	
s2354	Improved cultivar	
s2355	Improved cultivar	
s2356	Improved cultivar	
s2357	Improved cultivar	
s2358	Improved cultivar	
s2359	Improved cultivar	
s2360	Improved cultivar	
s2361	Improved cultivar	
s2362	Improved cultivar	
s2363	Improved cultivar	
s2364	Improved cultivar	
s2365	Improved cultivar	
s2366	Improved cultivar	
s2367	Improved cultivar	
s2368	Improved cultivar	
s2369	Improved cultivar	
s2370	Improved cultivar	
s2371	Improved cultivar	
s2372	Improved cultivar	
s2373	Improved cultivar	
s2374	Improved cultivar	
s2375	Improved cultivar	
s2376	Improved cultivar	
s2377	Improved cultivar	
s2378	Improved cultivar	
s2379	Improved cultivar	
s2380	Improved cultivar	
s2381	Improved cultivar	
s2382	Improved cultivar	
s2383	Improved cultivar	
s2384	Improved cultivar	
s2385	Improved cultivar	
s2386	Improved cultivar	
s2387	Improved cultivar	
s2388	Improved cultivar	
s2389	Improved cultivar	
s2390	Improved cultivar	
s2391	Improved cultivar	
s2392	Improved cultivar	
s2393	Improved cultivar	
s2394	Improved cultivar	
s2395	Improved cultivar	
s2396	Improved cultivar	
s2397	Improved cultivar	
s2398	Improved cultivar	
s2399	Improved cultivar	
s2400	Improved cultivar	
s2401	Improved cultivar	
s2402	Improved cultivar	
s2403	Improved cultivar	
s2404	Improved cultivar	
s2405	Improved cultivar	
s2406	Improved cultivar	
s2407	Improved cultivar	
s2408	Improved cultivar	
s2409	Improved cultivar	
s2410	Improved cultivar	
s2411	Improved cultivar	
s2412	Improved cultivar	
s2413	Improved cultivar	
s2414	Improved cultivar	
s2415	Improved cultivar	
s2416	Improved cultivar	
s2417	Improved cultivar	
s2418	Improved cultivar	
s2419	Improved cultivar	
s2420	Improved cultivar	
s2421	Improved cultivar	
s2422	Improved cultivar	
s2423	Improved cultivar	
s2424	Improved cultivar	
s2425	Improved cultivar	
s2426	Improved cultivar	
s2427	Improved cultivar	
s2428	Improved cultivar	
s2429	Improved cultivar	
s2430	Improved cultivar	
s2431	Improved cultivar	
s2432	Improved cultivar	
s2433	Improved cultivar	
s2434	Improved cultivar	
s2435	Improved cultivar	
s2436	Improved cultivar	
s2437	Improved cultivar	
s2438	Improved cultivar	
s2439	Improved cultivar	
s2440	Improved cultivar	
s2441	Improved cultivar	
s2442	Improved cultivar	
s2443	Improved cultivar	
s2444	Improved cultivar	
s2445	Improved cultivar	
s2446	Improved cultivar	
s2447	Improved cultivar	
s2448	Improved cultivar	
s2449	Improved cultivar	
s2450	Improved cultivar	
s2451	Improved cultivar	
s2452	Improved cultivar	
s2453	Improved cultivar	
s2454	Improved cultivar	
s2455	Improved cultivar	
s2456	Improved cultivar	
s2457	Improved cultivar	
s2458	Improved cultivar	
s2459	Improved cultivar	
s2460	Improved cultivar	
s2461	Improved cultivar	
s2462	Improved cultivar	
s2463	Improved cultivar	
s2464	Improved cultivar	
s2465	Improved cultivar	
s2466	Improved cultivar	
s2467	Improved cultivar	
s2468	Improved cultivar	
s2469	Improved cultivar	
s2470	Improved cultivar	
