Gene_ID	Trifoliate	Leaves	Roots
Glysoja.06G015562	0	0.149576	0
Glysoja.06G015566	0	0	0
Glysoja.06G015567	0	0	0
Glysoja.06G015569	0.379169	0	0
Glysoja.06G015573	0	0	0
Glysoja.06G015574	0.569616	0.093784	0.632093
Glysoja.06G015576	0.537211	0.095719	0.321587
Glysoja.06G015577	0	0.101145	0
Glysoja.06G015578	0.341022	0.312367	0.760605
Glysoja.06G015579	0	0	0
Glysoja.06G015580	0	0.286502	0
Glysoja.06G015581	0	0	0
Glysoja.06G015582	0	0	0
Glysoja.06G015583	0	0	0
Glysoja.06G015584	0.11944	0	0
Glysoja.06G015588	0	0	0
Glysoja.06G015594	0	0	0
Glysoja.06G015595	0.347142	0.074362	0.128089
Glysoja.06G015596	0.424171	0.293189	0
Glysoja.06G015597	0	0	0
Glysoja.06G015599	0.157772	0.136161	0.226812
Glysoja.06G015600	0.464986	0.590203	0.580748
Glysoja.06G015602	0	0	0
Glysoja.06G015604	0	0	0
Glysoja.06G015605	0	0	0
Glysoja.06G015606	0	0	0
Glysoja.06G015612	0	0	0
Glysoja.06G015613	0.876938	0.115002	0.57587
Glysoja.06G015618	0	0.366725	0
Glysoja.06G015619	0	0.249241	0
Glysoja.06G015620	0	0	0.219534
Glysoja.06G015621	0	0	0
Glysoja.06G015622	0.10924	0.083093	0.292535
Glysoja.06G015623	0	0	0
Glysoja.06G015624	0	0	0
Glysoja.06G015625	0	0	0
Glysoja.06G015626	0	0	0
Glysoja.06G015631	0	0	0
Glysoja.06G015633	0.17659	0.280703	0.124895
Glysoja.06G015634	0.121631	0	0
Glysoja.06G015635	0.128921	0	0
Glysoja.06G015636	0.581863	0.258549	0.070098
Glysoja.06G015637	0.092032	0.254144	0.273334
Glysoja.06G015638	0	0	0
Glysoja.06G015639	0	0	0
Glysoja.06G015640	0	0	0
Glysoja.06G015641	0	0	0
Glysoja.06G015642	0	0	0
Glysoja.06G015643	0	0	0
Glysoja.06G015644	0	0	0
Glysoja.06G015645	0	0	0
Glysoja.06G015646	0	0	0
Glysoja.06G015647	0	0	0
Glysoja.06G015648	0	0	0
Glysoja.06G015649	0	0	0
Glysoja.06G015650	0	0	0
Glysoja.06G015651	0	0	0
Glysoja.06G015652	0.020858	0.151627	0.439454
Glysoja.06G015654	0	0	0.055512
Glysoja.06G015657	0	0	0
Glysoja.06G015658	0	0	0
Glysoja.06G015659	0	0	0
Glysoja.06G015660	0	0	0.542983
Glysoja.06G015661	0	0	0.194402
Glysoja.06G015662	0	0	0
Glysoja.06G015663	0	0	0
Glysoja.06G015664	0	0	0
Glysoja.06G015665	0	0	0
Glysoja.06G015666	0	0	0
Glysoja.06G015667	0	0	0
Glysoja.06G015670	0.618799	0.39622	0.712002
Glysoja.06G015672	0	0	0
Glysoja.06G015674	0	0	0
Glysoja.06G015675	0	0	0
Glysoja.06G015677	0.73999	0.404033	0.499877
Glysoja.06G015680	0	0	0
Glysoja.06G015681	0	0	0
Glysoja.06G015682	0	0	0
Glysoja.06G015683	0	0	0
Glysoja.06G015684	0	0	0
Glysoja.06G015685	0	0	0
Glysoja.06G015686	0	0	0
Glysoja.06G015687	0	0	0
Glysoja.06G015688	0	0	0
Glysoja.06G015689	0	0	0
Glysoja.06G015690	0	0	0
Glysoja.06G015691	0	0	0
Glysoja.06G015692	0	0	0
Glysoja.06G015693	0	0	0.687198
Glysoja.06G015694	0	0	0
Glysoja.06G015696	0	0	0
Glysoja.06G015697	0	0	0
Glysoja.06G015700	0	0	0
Glysoja.06G015708	0	0	0
Glysoja.06G015709	0	0	0
Glysoja.06G015712	0.097904	0.304941	0
Glysoja.06G015713	0	0	0
Glysoja.06G015714	0	0.530924	0.329126
Glysoja.06G015715	0	0	0
Glysoja.06G015716	0.520969	0.374096	0.997122
Glysoja.06G015717	0	0	0
Glysoja.06G015718	0	0	0
Glysoja.06G015719	0	0	0
Glysoja.06G015720	0	0	0
Glysoja.06G015721	0	0	0
Glysoja.06G015722	0	0	0
Glysoja.06G015723	0	0	0
Glysoja.06G015724	0	0	0
Glysoja.06G015725	0.046781	0	0
Glysoja.06G015726	0	0	0.035611
Glysoja.06G015727	0	0	0
Glysoja.06G015728	0	0	0
Glysoja.06G015729	0	0	0
Glysoja.06G015730	0	0	0
Glysoja.06G015731	0	0	0
Glysoja.06G015732	0	0	0
Glysoja.06G015733	0	0	0
Glysoja.06G015734	0	0	0
Glysoja.06G015735	0.140661	0	0.164143
Glysoja.06G015736	0.052256	0.888142	0.111473
Glysoja.06G015737	0	0	0
Glysoja.06G015738	0	0	0.287701
Glysoja.06G015739	0	0	0
Glysoja.06G015740	0	0	0
Glysoja.06G015741	0	0	0
Glysoja.06G015742	0	0	0
Glysoja.06G015743	0	0	0
Glysoja.06G015744	0	0	0
Glysoja.06G015745	0	0	0
Glysoja.06G015746	0	0	0
Glysoja.06G015747	0	0	0
Glysoja.06G015748	0	0	0.073837
Glysoja.06G015749	0	0	0
Glysoja.06G015750	0	0	0
Glysoja.06G015751	0	0	0
Glysoja.06G015752	0	0	0
Glysoja.06G015753	0	0	0
Glysoja.06G015754	0	0	0
Glysoja.06G015755	0	0	0
Glysoja.06G015756	0	0	0
Glysoja.06G015757	0	0	0
Glysoja.06G015759	0.99251	0	0
Glysoja.06G015760	0	0	0
Glysoja.06G015761	0	0	0
Glysoja.06G015762	0	0	0
Glysoja.06G015763	0	0	0
Glysoja.06G015764	0	0	0
Glysoja.06G015765	0	0	0
Glysoja.06G015766	0.042306	0	0
Glysoja.06G015767	0	0	0
Glysoja.06G015768	0.365812	0	0
Glysoja.06G015772	0	0	0
Glysoja.06G015776	0.212821	0.118164	0.329509
Glysoja.06G015777	0	0	0
Glysoja.06G015779	0	0	0
Glysoja.06G015782	0.646937	0.605635	0.912079
Glysoja.06G015784	0	0	0
Glysoja.06G015788	0	0	0
Glysoja.06G015789	0	0	0
Glysoja.06G015790	0	0	0
Glysoja.06G015791	0	0	0
Glysoja.06G015792	0.078471	0.037487	0
Glysoja.06G015795	0.050811	0.180391	0.467484
Glysoja.06G015796	0	0	0
Glysoja.06G015797	0.435638	0.164804	0.517492
Glysoja.06G015798	0	0	0.201689
Glysoja.06G015799	0	0.08618	0
Glysoja.06G015800	0	0	0
Glysoja.06G015801	0.060898	0	0
Glysoja.06G015802	0.140017	0.166968	0
Glysoja.06G015803	0.023085	0	0
Glysoja.06G015804	0	0	0
Glysoja.06G015805	0	0	0
Glysoja.06G015806	0.087664	0.150341	0
Glysoja.06G015807	0.281534	0.599294	0
Glysoja.06G015808	0	0	0
Glysoja.06G015809	0	0	0
Glysoja.06G015810	0	0.142185	0.470483
Glysoja.06G015811	0	0	0
Glysoja.06G015813	0	0	0
Glysoja.06G015814	0	0	0
Glysoja.06G015815	0	0	0.635263
Glysoja.06G015820	0.027655	0.233783	0.135893
Glysoja.06G015821	0	0.055868	0.024186
Glysoja.06G015822	0.022159	0.091592	0.045695
Glysoja.06G015823	0	0	0
Glysoja.06G015824	0	0.150796	0
Glysoja.06G015825	0	0	0
Glysoja.06G015826	0	0	0
Glysoja.06G015827	0	0.753361	0.245129
Glysoja.06G015828	0	0	0.115555
Glysoja.06G015829	0	0	0
Glysoja.06G015832	0.472524	0	0
Glysoja.06G015833	0.070037	0.102554	0.432267
Glysoja.06G015834	0.060016	0.266877	0.246162
Glysoja.06G015835	0	0	0
Glysoja.06G015837	0	0	0
Glysoja.06G015838	0	0	0
Glysoja.06G015840	0.307401	0	0
Glysoja.06G015844	0	0	0
Glysoja.06G015845	0	0	0
Glysoja.06G015846	0	0	0
Glysoja.06G015847	0.998694	0.942417	1.858037
Glysoja.06G015849	0	0	0.885184
Glysoja.06G015850	0	0	0
Glysoja.06G015851	0	0	0
Glysoja.06G015853	0	0	0
Glysoja.06G015854	0.131317	0.034294	0
Glysoja.06G015856	0	0	0
Glysoja.06G015858	0	0	0
Glysoja.06G015859	0	0	0
Glysoja.06G015860	0	0	0
Glysoja.06G015861	0	0.046769	0.224285
Glysoja.06G015862	0.080491	0.083592	0
Glysoja.06G015863	0	0.026876	0
Glysoja.06G015865	0.118058	0.47242	0.102669
Glysoja.06G015866	0.219586	0.923637	0
Glysoja.06G015867	0	0	0
Glysoja.06G015875	0	0	0
Glysoja.06G015876	0	0	0
Glysoja.06G015878	0	0	0.015712
Glysoja.06G015879	0	0	0
Glysoja.06G015883	0.041857	0.13782	0.034447
Glysoja.06G015884	0.148711	0.167138	0.480326
Glysoja.06G015885	0	0	0
Glysoja.06G015886	0	0	0
Glysoja.06G015887	0	0	0
Glysoja.06G015888	0.101359	0.224562	0
Glysoja.06G015889	0	0	0
Glysoja.06G015890	0	0	0
Glysoja.06G015891	0	0.305491	0
Glysoja.06G015892	0	0	0
Glysoja.06G015893	0.058824	0.092041	0.018835
Glysoja.06G015894	0	0	0
Glysoja.06G015895	0	0	0
Glysoja.06G015896	0.069333	0.019252	0.152782
Glysoja.06G015901	0	0	0
Glysoja.06G015902	0	0	0
Glysoja.06G015903	0	0	0
Glysoja.06G015904	0	0	0
Glysoja.06G015909	0.519737	0.824636	1.062812
Glysoja.06G015910	0	0	0
Glysoja.06G015911	0.409065	0.351026	0.783967
Glysoja.06G015912	0	0	0
Glysoja.06G015914	0.344835	0.280202	0.417658
Glysoja.06G015915	0	0	0
Glysoja.06G015916	0	0	0
Glysoja.06G015917	0	0	0
Glysoja.06G015918	0	0.03576	0.042814
Glysoja.06G015919	0	0	0
Glysoja.06G015920	0	0	0
Glysoja.06G015921	0	0	0
Glysoja.06G015923	0.221785	0.622072	0.779889
Glysoja.06G015927	0	0	0
Glysoja.06G015929	0	0	0
Glysoja.06G015931	0.34653	0.268278	0.577884
Glysoja.06G015932	0.351804	0.050278	0.241513
Glysoja.06G015933	0.017529	0	0
Glysoja.06G015938	0	0	0
Glysoja.06G015939	0	0	0
Glysoja.06G015940	0	0	0
Glysoja.06G015942	0	0	0
Glysoja.06G015947	0.44243	0.222753	0.248771
Glysoja.06G015948	0	0.07135	0
Glysoja.06G015949	0	0	0
Glysoja.06G015950	0	0	0
Glysoja.06G015951	0	0	0
Glysoja.06G015952	0	0	0
Glysoja.06G015953	0	0	0
Glysoja.06G015955	0.419034	0.158586	0.494646
Glysoja.06G015960	0	0	0
Glysoja.06G015961	0	0	0
Glysoja.06G015962	0	0	0
Glysoja.06G015964	0	0	0
Glysoja.06G015965	0	0	0
Glysoja.06G015968	0	0	0
Glysoja.06G015969	0	0	0
Glysoja.06G015970	0	0	0
Glysoja.06G015971	0	0	0
Glysoja.06G015972	0	0.078901	0
Glysoja.06G015973	0	0	0
Glysoja.06G015974	0	0	0
Glysoja.06G015975	0	0	0.078292
Glysoja.06G015976	0	0	0
Glysoja.06G015977	0	0	0
Glysoja.06G015978	0	0	0
Glysoja.06G015979	0	0	0
Glysoja.06G015980	0	0	0
Glysoja.06G015981	0	0	0
Glysoja.06G015982	0	0.122601	0
Glysoja.06G015983	0	0	0
Glysoja.06G015984	0	0	0
Glysoja.06G015985	0	0	0
Glysoja.06G015987	0.542484	0.861063	0.622914
Glysoja.06G015988	0	0	0
Glysoja.06G015989	0.494347	0.22588	0.467687
Glysoja.06G015990	0	0.059438	0
Glysoja.06G015991	0	0	0
Glysoja.06G015992	0	0	0
Glysoja.06G016004	0	0.303992	0.964856
Glysoja.06G016011	0	0	0
Glysoja.06G016012	0	0	0
Glysoja.06G016013	0	0	0
Glysoja.06G016018	0	0	0
Glysoja.06G016020	0	0	0
Glysoja.06G016021	0	0	0
Glysoja.06G016022	0	0	0
Glysoja.06G016023	0	0	0
Glysoja.06G016028	0	0	0
Glysoja.06G016042	0	0.03721	0
Glysoja.06G016048	0	0.092225	0
Glysoja.06G016056	0.177037	0	0.706936
Glysoja.06G016063	0	0	0
Glysoja.06G016064	0.179397	0.089129	0.297827
Glysoja.06G016065	0	0	0
Glysoja.06G016066	0	0	0.213238
Glysoja.06G016067	0	0	0
Glysoja.06G016070	0.044864	0.186368	0.162131
Glysoja.06G016071	0.300722	0.103754	0.342596
Glysoja.06G016075	0	0	0
Glysoja.06G016080	0	0	0
Glysoja.06G016081	0.473815	0.17443	0
Glysoja.06G016083	0.307781	0.602121	0.480197
Glysoja.06G016084	0	0	0
Glysoja.06G016089	0	0	0
Glysoja.06G016091	0.053075	0	0.491594
Glysoja.06G016095	0	0	0
Glysoja.06G016096	0	0	0
Glysoja.06G016097	0	0	0
Glysoja.06G016098	0	0	0
Glysoja.06G016099	0	0	0
Glysoja.06G016100	0	0	0
Glysoja.06G016101	0	0	0
Glysoja.06G016102	0	0.134514	0
Glysoja.06G016103	0	0	0.322541
Glysoja.06G016104	0	0	0
Glysoja.06G016105	0	0.142545	0
Glysoja.06G016106	0	0	0.259593
Glysoja.06G016107	0	0	0
Glysoja.06G016109	0	0	0.027674
Glysoja.06G016111	0	0	0
Glysoja.06G016112	0.878517	0.783871	0.952946
Glysoja.06G016114	0.075786	0.163968	0.957111
Glysoja.06G016118	0.873353	0.818139	0.741121
Glysoja.06G016123	0	0	0
Glysoja.06G016127	0.619638	0.127875	0.672545
Glysoja.06G016131	0	0	0.025588
Glysoja.06G016133	0	0	0
Glysoja.06G016134	0	0	0
Glysoja.06G016135	0.146937	0.518829	0
Glysoja.06G016136	0	0	0
Glysoja.06G016142	0	0	0
Glysoja.06G016143	0	0.174899	0
Glysoja.06G016144	0	0	0
Glysoja.06G016145	0.656329	0.163841	0.02971
Glysoja.06G016149	0.699285	0.461266	0.903466
Glysoja.06G016152	0	0	0
Glysoja.06G016153	0	0	0
Glysoja.06G016158	0.194871	0.201087	0.223594
Glysoja.06G016159	0.3421	0.4252	0.623586
Glysoja.06G016163	0.342151	0.350143	0.550961
Glysoja.06G016164	0.260729	0.198871	0.168012
Glysoja.06G016165	0.169662	0.217454	0.554697
Glysoja.06G016169	0	0	0
Glysoja.06G016170	0.059509	0.036746	0
Glysoja.06G016171	0	0	0
Glysoja.06G016175	0.133169	0.128721	0.185083
Glysoja.06G016191	0.222773	0	0.065278
Glysoja.06G016193	0	0	0
Glysoja.06G016196	0	0	0
Glysoja.06G016199	0.063939	0	0
Glysoja.06G016201	0	0	0
Glysoja.06G016202	0.034678	0.032173	0.107624
Glysoja.06G016213	0	0	0
Glysoja.06G016214	0	0	0
Glysoja.06G016216	0	0	0
Glysoja.06G016217	0	0	0
Glysoja.06G016218	1.378482	0.212479	0.386819
Glysoja.06G016219	0	0	0
Glysoja.06G016220	0.266513	0.184659	0.374977
Glysoja.06G016221	0	0	0.574949
Glysoja.06G016225	0	0.065461	0.34017
Glysoja.06G016226	0.084731	0	0.176484
Glysoja.06G016228	0.230459	0	0
Glysoja.06G016231	0.100185	0.036379	0
Glysoja.06G016236	0	0	0.037888
Glysoja.06G016237	0.02658	0.024052	0
Glysoja.06G016239	0.541654	0.429298	0.661244
Glysoja.06G016241	0	0.308705	0.653621
Glysoja.06G016242	0	0.155732	0
Glysoja.06G016244	0.063706	0.13232	0.097976
Glysoja.06G016247	0	0	0.726909
Glysoja.06G016251	0	0	0.074177
Glysoja.06G016257	0.0785	0.483928	0.591514
Glysoja.06G016260	0	0	0
Glysoja.06G016261	0	0	0
Glysoja.06G016262	0.62353	0.866778	0.743462
Glysoja.06G016265	0	0	0
Glysoja.06G016266	0	0.276454	0
Glysoja.06G016267	0	0	0
Glysoja.06G016269	0	0	0
Glysoja.06G016273	0.907167	0.502755	1.114563
Glysoja.06G016279	0	0	0
Glysoja.06G016284	0	0	0
Glysoja.06G016285	0	0.091734	0
Glysoja.06G016286	0.914692	0.173642	0
Glysoja.06G016287	0.592608	0.357636	0.353185
Glysoja.06G016292	0.83782	0.148262	0.675264
Glysoja.06G016303	0.593984	0.519392	0.601946
Glysoja.06G016304	0	0	0
Glysoja.06G016306	0.634611	0.345072	0.886044
Glysoja.06G016313	0	0	0
Glysoja.06G016315	0.22864	0	0.103859
Glysoja.06G016319	0	0	0.419807
Glysoja.06G016321	0.279223	0.035149	0
Glysoja.06G016323	0	0	0
Glysoja.06G016324	0	0	0
Glysoja.06G016325	0.579096	0.481154	0.45911
Glysoja.06G016329	0	0	0
Glysoja.06G016330	0.08367	0	0.143491
Glysoja.06G016332	0.049463	0.210609	0.05195
Glysoja.06G016336	0	0	0
Glysoja.06G016337	0	0	0
Glysoja.06G016339	0.169097	0.233525	0.076928
Glysoja.06G016342	0	0	0
Glysoja.06G016343	0.591929	0.275063	0.737867
Glysoja.06G016348	0	0	0
Glysoja.06G016349	0.094107	0	0
Glysoja.06G016350	0	0	0
Glysoja.06G016354	0.952144	0.639789	0.506519
Glysoja.06G016355	0.092134	0.175166	0.505529
Glysoja.06G016360	0	0.086481	0.612429
Glysoja.06G016361	0.143255	0	0.282225
Glysoja.06G016366	0	0	0.079017
Glysoja.06G016370	0.018486	0	0.057371
Glysoja.06G016372	0.556504	0.225569	0
Glysoja.06G016373	0.071938	0.835017	0.687291
Glysoja.06G016381	0	0	0
Glysoja.06G016383	0.247735	0.12821	0.048053
Glysoja.06G016384	0	0	0
Glysoja.06G016386	0.955061	0.327412	0.057722
Glysoja.06G016387	0.049994	0.156458	0
Glysoja.06G016388	0	0.038171	0
Glysoja.06G016389	0	0	0.094174
Glysoja.06G016390	0.205344	0.908055	0.740461
Glysoja.06G016391	0.731735	0.353987	0.63092
Glysoja.06G016392	0.074109	0.039134	0
Glysoja.06G016393	0	0	0.7681
Glysoja.06G016398	0.973354	0.48049	0.392105
Glysoja.06G016400	0	0	0
Glysoja.06G016402	0	0	0.149898
Glysoja.06G016408	0.305984	0.391897	0.786937
Glysoja.06G016414	0.265481	0.017326	0.396369
Glysoja.06G016417	0	0	0
Glysoja.06G016426	0.057388	0.029799	0.237471
Glysoja.06G016427	0.298354	0.151452	0.503349
Glysoja.06G016442	0	0	0
Glysoja.06G016448	0	0	0
Glysoja.06G016452	0	0	0
Glysoja.06G016453	0	0	0
Glysoja.06G016454	0	0	0
Glysoja.06G016455	0	0	0
Glysoja.06G016456	0	0	0
Glysoja.06G016457	0	0	0
Glysoja.07G016458	0.22532	0	0
Glysoja.07G016459	0	0	0
Glysoja.07G016461	0.423418	0.33548	0.930785
Glysoja.07G016468	0.181941	0.016421	0.131334
Glysoja.07G016472	0	0	0
Glysoja.07G016483	0.303932	0	0.134148
Glysoja.07G016484	0	0	0
Glysoja.07G016487	0	0.020443	0
Glysoja.07G016499	0	0	0.793542
Glysoja.07G016509	0.174026	0.873664	0
Glysoja.07G016510	0	0	0.679464
Glysoja.07G016519	0	0	0
Glysoja.07G016521	0.088186	0	0
Glysoja.07G016527	0.823209	0.272802	0.480907
Glysoja.07G016532	0	0	0
Glysoja.07G016534	0.94388	0.356741	0
Glysoja.07G016544	0	0	0
Glysoja.07G016560	0.814635	0.079899	0.438878
Glysoja.07G016562	0	0	0.09437
Glysoja.07G016563	0.052224	0.198685	0.416023
Glysoja.07G016565	0	0	0.126465
Glysoja.07G016569	0	0	0
Glysoja.07G016571	0.589857	0.756863	0.812191
Glysoja.07G016577	0	0	0
Glysoja.07G016579	0.66243	0.474956	0.974359
Glysoja.07G016581	0.173803	0.735727	0
Glysoja.07G016582	0	0.02206	0.451365
Glysoja.07G016584	0.820223	0.684188	0
Glysoja.07G016586	0	0	0
Glysoja.07G016588	0	0	0
Glysoja.07G016589	0	0	0
Glysoja.07G016590	0	0	0
Glysoja.07G016595	0.363613	0	0
Glysoja.07G016596	0.994447	0.037895	0.951376
Glysoja.07G016597	0.281988	0.358904	1.155372
Glysoja.07G016598	0	0.048863	0
Glysoja.07G016604	0	0	0.185505
Glysoja.07G016609	0	0	0
Glysoja.07G016616	0	0	0
Glysoja.07G016640	0.212152	0.027449	0.438583
Glysoja.07G016654	0.466396	0.386658	0.194132
Glysoja.07G016657	0	0	0
Glysoja.07G016658	0	0	0
Glysoja.07G016672	0.299537	0.113425	0.427121
Glysoja.07G016681	0.179038	0.181161	0.23545
Glysoja.07G016682	0	0	0
Glysoja.07G016686	0	0	0
Glysoja.07G016687	0	0	0
Glysoja.07G016688	0	0	0
Glysoja.07G016689	0.720462	0.120164	0
Glysoja.07G016690	0	0.227369	0.103081
Glysoja.07G016691	0.380603	0.09231	0
Glysoja.07G016692	0	0	0.36584
Glysoja.07G016693	0	0.149585	0
Glysoja.07G016696	0	0	0.388204
Glysoja.07G016699	0	0	0
Glysoja.07G016700	0	0	0
Glysoja.07G016701	0	0	0
Glysoja.07G016702	0	0	0
Glysoja.07G016703	0.069308	0	0
Glysoja.07G016704	0	0	0
Glysoja.07G016706	0	0.157925	0.26804
Glysoja.07G016709	0	0.207349	0.376531
Glysoja.07G016710	0	0	0
Glysoja.07G016711	0	0	0
Glysoja.07G016713	0	0	0
Glysoja.07G016714	0.073577	0.270855	0.046411
Glysoja.07G016720	0	0	0.406464
Glysoja.07G016721	0	0	0
Glysoja.07G016734	0	0	0.09257
Glysoja.07G016735	0.58932	0.390776	0.464015
Glysoja.07G016743	0	0	0
Glysoja.07G016744	0	0	0.952161
Glysoja.07G016745	0	0	0
Glysoja.07G016750	0	0	0
Glysoja.07G016754	0	0	0
Glysoja.07G016760	0	0	0
Glysoja.07G016763	0.070549	0	0.291442
Glysoja.07G016766	0	0	0
Glysoja.07G016772	0.443987	0.350287	0.358918
Glysoja.07G016774	0.521775	0.045383	0
Glysoja.07G016775	0.112147	0.261533	0.143602
Glysoja.07G016777	0.155413	0.079966	0.014625
Glysoja.07G016778	0	0	0
Glysoja.07G016780	0.856225	0.512871	0
Glysoja.07G016781	0	0	0
Glysoja.07G016788	0.666286	1.012541	1.508895
Glysoja.07G016793	0.083105	0.042192	0
Glysoja.07G016794	0.306319	0.223255	0.996738
Glysoja.07G016796	0	0.092846	0
Glysoja.07G016797	0.08057	0.023929	0.106788
Glysoja.07G016798	0.085338	0.161874	0.336363
Glysoja.07G016799	0	0	0.150992
Glysoja.07G016800	0.155645	0.398399	0.753624
Glysoja.07G016812	0	0	0
Glysoja.07G016813	0	0	0
Glysoja.07G016814	0.253416	0.312495	0.877584
Glysoja.07G016819	0.188089	0	0.661044
Glysoja.07G016821	0.086114	0.119374	0.208393
Glysoja.07G016823	0	0	0
Glysoja.07G016824	0.150534	0	0
Glysoja.07G016826	0.43039	0.078586	0.03316
Glysoja.07G016827	0.870338	0.851465	0.64125
Glysoja.07G016828	0.274683	0.176887	0.16832
Glysoja.07G016836	0	0	0
Glysoja.07G016851	0	0	0
Glysoja.07G016852	0	0	0.194801
Glysoja.07G016856	0	0	0
Glysoja.07G016857	0.264613	0	0
Glysoja.07G016866	0	0.023496	0
Glysoja.07G016868	0	0	0
Glysoja.07G016869	0	0	0
Glysoja.07G016876	0	0	0
Glysoja.07G016877	0	0	0
Glysoja.07G016883	0.51827	0.516152	0.443353
Glysoja.07G016884	0	0	0.476027
Glysoja.07G016885	0.176036	0.74786	0.331315
Glysoja.07G016888	0	0	0
Glysoja.07G016889	0	0	0
Glysoja.07G016890	0	0	0
Glysoja.07G016891	0.284703	0.177401	0
Glysoja.07G016892	0	0	0
Glysoja.07G016894	0	0	0
Glysoja.07G016898	0.154933	0.532131	0.711
Glysoja.07G016900	0.533486	0.20482	1.29942
Glysoja.07G016907	0.482592	0.873725	0.735213
Glysoja.07G016908	0.241265	0.084839	0.507345
Glysoja.07G016923	0.035239	0.110037	0.073895
Glysoja.07G016929	0.753127	0.700933	1.489959
Glysoja.07G016939	0.785968	0.22376	0.864609
Glysoja.07G016943	0.542483	0.47598	0.919888
Glysoja.07G016945	0.40577	0.192697	0.370617
Glysoja.07G016947	0.082253	0	0
Glysoja.07G016949	0	0.080732	0
Glysoja.07G016950	0	0	0
Glysoja.07G016951	0	0	0
Glysoja.07G016957	0	0	0
Glysoja.07G016964	0	0	0
Glysoja.07G016971	0	0	0
Glysoja.07G016972	0.13123	0.068143	0.169696
Glysoja.07G016976	0	0.044095	0.084649
Glysoja.07G016977	0.239196	0.198732	0.275488
Glysoja.07G016985	0.890516	0.504945	0.360001
Glysoja.07G016993	0	0	0
Glysoja.07G016996	0.256816	0	0.066419
Glysoja.07G016998	0	0	0.071787
Glysoja.07G016999	0.064774	0	0
Glysoja.07G017002	0.073965	0	0
Glysoja.07G017009	1.04802	0.867953	1.079882
Glysoja.07G017010	0	0.197549	0
Glysoja.07G017012	0.265261	0.148464	0.022282
Glysoja.07G017022	0	0	0
Glysoja.07G017025	0	0	0
Glysoja.07G017027	0	0	0
Glysoja.07G017028	0	0	0
Glysoja.07G017032	0	0	0
Glysoja.07G017034	0	0	0
Glysoja.07G017035	0.920452	1.026898	0.449518
Glysoja.07G017047	0.123955	0.083592	0.085339
Glysoja.07G017053	0	0	0
Glysoja.07G017054	0	0	0.260786
Glysoja.07G017056	0	0	0
Glysoja.07G017057	0.076776	0.203118	0.275499
Glysoja.07G017058	0	0	0
Glysoja.07G017059	0	0	0.36068
Glysoja.07G017060	0	0	0
Glysoja.07G017061	0	0	0.03292
Glysoja.07G017062	0	0	0
Glysoja.07G017069	0	0	0
Glysoja.07G017070	0	0	0.107851
Glysoja.07G017071	0.123693	0.074077	0.508852
Glysoja.07G017072	0.407796	0.350259	0.9949
Glysoja.07G017075	0.512293	0.626278	0.735687
Glysoja.07G017076	0.313088	0.168423	0.264204
Glysoja.07G017077	1.141554	1.668331	0.348774
Glysoja.07G017078	0.494274	0.137023	0.213594
Glysoja.07G017082	0.190108	0.161636	0.072733
Glysoja.07G017083	0.520229	0.692103	0.939316
Glysoja.07G017084	0.08194	0.095042	0.105214
Glysoja.07G017085	0.104562	0.124341	0.324734
Glysoja.07G017087	0	0.0199	0.858135
Glysoja.07G017094	0.49049	0.675847	0.455195
Glysoja.07G017097	0.235274	0.339283	0.066857
Glysoja.07G017098	0.185444	0.083017	0.081238
Glysoja.07G017100	0.083218	0.137101	0.178033
Glysoja.07G017101	0.1938	0.167936	0.114241
Glysoja.07G017102	0	0	0
Glysoja.07G017106	0	0	0
Glysoja.07G017114	0	0	0
Glysoja.07G017121	0	0	0.074433
Glysoja.07G017125	0	0	0
Glysoja.07G017126	0.357591	0.280652	0.453561
Glysoja.07G017129	0.22042	0.196689	0.25063
Glysoja.07G017130	0.249512	0.088072	0.111603
Glysoja.07G017133	0.052419	0.080024	0.135568
Glysoja.07G017136	0.557166	0.552182	0.876097
Glysoja.07G017144	0	0	0
Glysoja.07G017145	0	0	0
Glysoja.07G017147	0.016833	0.138333	0.112489
Glysoja.07G017148	0.241407	0	0.261153
Glysoja.07G017149	0.363366	0.201933	0.311591
Glysoja.07G017151	0.430837	0.619417	0.60167
Glysoja.07G017159	0	0	0
Glysoja.07G017166	0	0	0.239308
Glysoja.07G017171	0.23952	0	0
Glysoja.07G017176	0.082721	1.883949	0.821877
Glysoja.07G017177	0	0	0
Glysoja.07G017181	0	0	0
Glysoja.07G017183	0	0	0
Glysoja.07G017190	0.223123	0.222399	0
Glysoja.07G017197	0.521505	0.135967	0.794713
Glysoja.07G017200	0	0.598228	0.318101
Glysoja.07G017201	0.582435	0.214031	0.873818
Glysoja.07G017202	0.091533	0	0.830883
Glysoja.07G017211	0	0	0
Glysoja.07G017216	0.584128	0.111047	0.976931
Glysoja.07G017218	0	0	0.118374
Glysoja.07G017222	0.132261	0.436241	0.461185
Glysoja.07G017226	0.235415	0.730189	0
Glysoja.07G017228	0	0	0
Glysoja.07G017234	0	0	0
Glysoja.07G017239	0	0	0
Glysoja.07G017244	0.10738	0.111269	0.182425
Glysoja.07G017250	0	0.059108	0
Glysoja.07G017257	0	0	0.024198
Glysoja.07G017258	0.366552	0.361724	0.583379
Glysoja.07G017259	0.146855	0	0
Glysoja.07G017261	0	0	0
Glysoja.07G017263	0.2744	0	0.167601
Glysoja.07G017277	0.061384	0	0.063501
