Gene_ID	Trifoliate	Leaves	Roots
Glysoja.08G021952	0.316411	0.56276	0.675812
Glysoja.08G021954	0.248883	0.175143	0.388548
Glysoja.08G021956	0	0	0
Glysoja.08G021958	0	0	0
Glysoja.08G021959	0.027174	0.028221	0
Glysoja.08G021967	0.111391	0.115681	0.0367
Glysoja.08G021968	0	0	0
Glysoja.08G021971	0.308027	0.103457	0.278953
Glysoja.08G021972	0	0.077732	0.481627
Glysoja.08G021975	0.094045	0	0.194059
Glysoja.08G021976	0	0	0
Glysoja.08G021978	0	0	0
Glysoja.08G021984	0	0	0
Glysoja.08G021985	0	0	0.088935
Glysoja.08G021987	0	0	0
Glysoja.08G021989	0	0.126624	0
Glysoja.08G021997	0	0	0
Glysoja.08G021998	0	0	0
Glysoja.08G021999	0	0	0
Glysoja.08G022003	0	0	0
Glysoja.08G022005	0.10694	0.070539	0.090515
Glysoja.08G022009	0.249722	0.407147	0.44859
Glysoja.08G022011	0	0	0
Glysoja.08G022013	0	0	0
Glysoja.08G022014	0.239311	0.248322	0.80924
Glysoja.08G022020	0	0.081107	0.161585
Glysoja.08G022024	0.022497	0.034191	0.026944
Glysoja.08G022025	0	0.10933	0
Glysoja.08G022026	0.219092	0.158068	0.132045
Glysoja.08G022027	0	0	0
Glysoja.08G022029	0	0	0
Glysoja.08G022030	0	0	0
Glysoja.08G022032	0	0	0
Glysoja.08G022034	0	0	0
Glysoja.08G022039	0.151479	0.076999	0.120803
Glysoja.08G022043	0	0	0
Glysoja.08G022044	0	0	0
Glysoja.08G022047	0	0	0
Glysoja.08G022048	0	0.05489	0
Glysoja.08G022055	0.116078	0.200375	0.287797
Glysoja.08G022056	0	0	0
Glysoja.08G022059	0.116455	0.083651	0.054614
Glysoja.08G022060	0	0	0.139807
Glysoja.08G022062	0	0	0
Glysoja.08G022063	0	0	0
Glysoja.08G022067	0	0	0
Glysoja.08G022068	0	0	0
Glysoja.08G022069	0.911095	0.681095	0.283488
Glysoja.08G022070	0.117763	0.100372	0.182873
Glysoja.08G022072	0.091167	0.179473	0.339278
Glysoja.08G022078	0	0	0
Glysoja.08G022080	0	0	0
Glysoja.08G022087	0	0	0
Glysoja.08G022088	0	0.081592	0
Glysoja.08G022090	0	0	0
Glysoja.08G022092	0	0.289028	0.917469
Glysoja.08G022095	0	0	0
Glysoja.08G022099	0.207849	0.112971	0.520369
Glysoja.08G022101	0.865524	0.246963	0
Glysoja.08G022102	0.238113	0	0
Glysoja.08G022103	0	0	0
Glysoja.08G022105	0	0.095412	0.264684
Glysoja.08G022108	0.115229	0	0
Glysoja.08G022109	0	0	0.591447
Glysoja.08G022113	0	0	0
Glysoja.08G022116	0	0	0.831283
Glysoja.08G022120	0.08367	0.258361	0.892681
Glysoja.08G022122	0	0.025385	0.367506
Glysoja.08G022123	0	0	0
Glysoja.08G022124	0	0	0
Glysoja.08G022125	0.542336	0.308812	0.693166
Glysoja.08G022127	0	0	0
Glysoja.08G022129	0.27404	0.144794	0.483391
Glysoja.08G022133	0.240547	0.224981	0.447268
Glysoja.08G022134	0.57811	0.202967	0.804477
Glysoja.08G022140	0.241401	0.024573	0.447751
Glysoja.08G022141	0	0	0
Glysoja.08G022142	0.577697	0.582618	0.545386
Glysoja.08G022149	0	0	0
Glysoja.08G022150	0	0	0.05484
Glysoja.08G022151	0.351086	0	0.65838
Glysoja.08G022152	0.751609	0.2777	0.788531
Glysoja.08G022154	0	0	0
Glysoja.08G022157	0.589637	0.744568	0.43495
Glysoja.08G022158	0.492718	0.303159	0.510335
Glysoja.08G022159	0.329387	0.124762	0
Glysoja.08G022161	0.08795	0	0.425304
Glysoja.08G022162	0	0	0
Glysoja.08G022163	0	0	0
Glysoja.08G022167	0	0.190938	0
Glysoja.08G022168	0	0	0
Glysoja.08G022169	0	0	0
Glysoja.08G022171	0.183802	0.114154	0.413826
Glysoja.08G022173	0	0	0
Glysoja.08G022174	0.078676	0	0
Glysoja.08G022177	0	0.02889	0
Glysoja.08G022178	0.025467	0.077582	0
Glysoja.08G022185	0	0	0.140878
Glysoja.08G022186	0.18938	0.220652	0.218149
Glysoja.08G022187	0.074324	0	0.125476
Glysoja.08G022192	0.210904	0.629953	0.90633
Glysoja.08G022197	0.952561	0.053822	0
Glysoja.08G022201	0	0	0
Glysoja.08G022203	0.10635	0	0
Glysoja.08G022205	0	0.126636	0.049918
Glysoja.08G022208	0	0	0.728849
Glysoja.08G022209	0.138448	0.063879	0.237714
Glysoja.08G022210	0.258459	0.067103	0.233952
Glysoja.08G022221	0	0	0
Glysoja.08G022222	0	0	0
Glysoja.08G022226	0	0	0
Glysoja.08G022227	0	0	0
Glysoja.08G022228	0	0	0
Glysoja.08G022233	0.827622	0.830945	0.994692
Glysoja.08G022234	0.148456	0.173932	0.344429
Glysoja.08G022235	0	0	0.114059
Glysoja.08G022236	0	0	0
Glysoja.08G022237	0	0	0
Glysoja.08G022238	0	0	0
Glysoja.08G022239	0	0	0
Glysoja.08G022240	0	0	0
Glysoja.08G022241	0	0	0
Glysoja.08G022242	0.180629	0.183327	0.105797
Glysoja.08G022243	0	0	0
Glysoja.08G022244	0	0	0
Glysoja.08G022249	0.455326	0	0
Glysoja.08G022250	0.818036	0.449706	0.871546
Glysoja.08G022254	0.444449	0.342517	0.165804
Glysoja.08G022255	0.327904	0	0.372309
Glysoja.08G022265	0.261599	0.397616	0.388922
Glysoja.08G022267	0	0	0
Glysoja.08G022268	0.870862	0.303666	0
Glysoja.08G022270	0.159226	0	0.047062
Glysoja.08G022278	0	0.198104	0.223349
Glysoja.08G022286	0.956064	0.786967	1.452516
Glysoja.08G022287	0	0	0
Glysoja.08G022288	0	0	0
Glysoja.08G022289	0	0	0
Glysoja.08G022296	0	0	0.171038
Glysoja.08G022302	0	0	0.325325
Glysoja.08G022304	0	0.029899	0.899603
Glysoja.08G022305	0.600466	0.298581	0.53798
Glysoja.08G022314	0	0	0
Glysoja.08G022315	0.104492	0.241784	0.484132
Glysoja.08G022320	0.250314	0.087513	0.13352
Glysoja.08G022322	0	0	0
Glysoja.08G022327	0	0	0
Glysoja.08G022332	0	0	0
Glysoja.08G022334	0.148662	0.135823	0.201241
Glysoja.08G022335	0.037607	0	0
Glysoja.08G022340	0	0.067218	0
Glysoja.08G022341	0.45351	0.117925	0.142651
Glysoja.08G022342	0.074095	0	0.045534
Glysoja.08G022348	0.852407	0.15115	0.637479
Glysoja.08G022352	0	0.212094	0.738175
Glysoja.08G022358	0.070652	0	0
Glysoja.08G022360	0.057318	0	0
Glysoja.08G022361	0.028464	0.029068	0.198269
Glysoja.08G022364	0.070398	0	0.170291
Glysoja.08G022365	0	0	0
Glysoja.08G022366	0	0.038235	0
Glysoja.08G022367	0	0	0.086722
Glysoja.08G022368	0	0	0
Glysoja.08G022371	0	0	0
Glysoja.08G022372	0	0	0
Glysoja.08G022373	0	0	0
Glysoja.08G022375	0.327438	0.353151	0.691315
Glysoja.08G022378	0	0	0
Glysoja.08G022392	0	0	0
Glysoja.08G022393	0	0	0
Glysoja.08G022395	0.086765	0	0.089758
Glysoja.08G022398	0.681802	0.277573	0.857054
Glysoja.08G022400	0	0	0.057588
Glysoja.08G022404	0	0	0
Glysoja.08G022405	0	0	0
Glysoja.08G022408	0	0	0
Glysoja.08G022409	0.327815	0.205977	0
Glysoja.08G022410	0.029686	0	0
Glysoja.08G022411	0	0	0
Glysoja.08G022415	0	0	0
Glysoja.08G022418	0	0	0
Glysoja.08G022419	0	0	0
Glysoja.08G022430	0	0	0
Glysoja.08G022436	0	0	0
Glysoja.08G022437	0.084071	0.078821	0
Glysoja.08G022438	0	0	0
Glysoja.08G022439	0	0	0
Glysoja.08G022440	0.706291	0.323123	0.754224
Glysoja.08G022444	0.057064	0	0
Glysoja.08G022445	0	0	0
Glysoja.08G022452	0	0	0
Glysoja.08G022459	0	0	0
Glysoja.08G022461	0.448254	0	0.178531
Glysoja.08G022462	0.792074	0.647833	0.805932
Glysoja.08G022468	0	0	0
Glysoja.08G022470	0	0	0
Glysoja.08G022474	0.246076	0.295643	0.303232
Glysoja.08G022479	0	0	0.956444
Glysoja.08G022480	0	0.141909	0.76772
Glysoja.08G022481	0	0	0
Glysoja.08G022482	0	0.147749	0.049059
Glysoja.08G022485	0.020322	0.037884	0.019587
Glysoja.08G022486	0	0	0.016587
Glysoja.08G022498	0	0	0.106299
Glysoja.08G022501	0.080491	0	0
Glysoja.08G022505	0	0	0.447263
Glysoja.08G022514	0.508032	0.369529	0.43219
Glysoja.08G022516	0.49091	0.410759	0.596306
Glysoja.08G022517	0.175448	0	0
Glysoja.08G022523	0.727157	0	0.873305
Glysoja.08G022531	0	0	0
Glysoja.08G022532	0	0	0.036046
Glysoja.08G022533	0	0	0
Glysoja.08G022542	0	0	0.087324
Glysoja.08G022544	0	0	0.148797
Glysoja.08G022548	0.108287	0	0.112398
Glysoja.08G022551	0.240333	0.123448	0.367419
Glysoja.08G022553	0	0	0.068986
Glysoja.08G022558	0	0	0.110542
Glysoja.08G022562	0	0	0
Glysoja.08G022564	0	0	0
Glysoja.08G022573	0.286702	0	0
Glysoja.08G022574	0.417115	0.336691	0.498478
Glysoja.08G022575	0	0	0
Glysoja.08G022579	0	0	0
Glysoja.08G022584	0.19072	0.13153	0.288597
Glysoja.08G022586	0	0	0
Glysoja.08G022587	0.391768	0.363671	0.287094
Glysoja.08G022588	0	0	0
Glysoja.08G022589	0	0	0
Glysoja.08G022591	0	0	0
Glysoja.08G022597	0	0	0
Glysoja.08G022602	0.032775	0.304823	0.389056
Glysoja.08G022605	0.618465	0.360693	0.529701
Glysoja.08G022606	0	0	0
Glysoja.08G022607	0	0	0
Glysoja.08G022609	0	0	0
Glysoja.08G022610	0	0	0
Glysoja.08G022611	0	0	0
Glysoja.08G022612	0	0	0
Glysoja.08G022613	0	0	0
Glysoja.08G022614	0	0	0
Glysoja.08G022615	0	0	0
Glysoja.08G022620	0	0	0
Glysoja.08G022621	0	0	0
Glysoja.08G022623	0.664711	0.568104	0.59057
Glysoja.08G022626	0.962467	1.093677	0.776235
Glysoja.08G022629	0.024804	0.02576	0
Glysoja.08G022631	0	0	0.007693
Glysoja.08G022632	0.036617	0.265542	0.118379
Glysoja.08G022633	0	0	0.289299
Glysoja.08G022637	0	0.084276	0
Glysoja.08G022649	0	0	0
Glysoja.08G022650	0	0	0
Glysoja.08G022653	0.340277	0.29899	0.316284
Glysoja.08G022654	0	0	0
Glysoja.08G022655	0	0	0
Glysoja.08G022656	0	0	0
Glysoja.08G022657	0	0	0
Glysoja.08G022658	0	0	0
Glysoja.08G022659	0	0	0
Glysoja.08G022661	0	0	0
Glysoja.08G022664	0	0	0
Glysoja.08G022666	0	0	0
Glysoja.08G022670	0	0.194257	0
Glysoja.08G022671	0.595097	0.522827	0.902049
Glysoja.08G022672	0	0	0
Glysoja.08G022688	0	0	0.139215
Glysoja.08G022689	0	0	0
Glysoja.08G022698	0	0	0.822509
Glysoja.08G022701	0	0	0
Glysoja.08G022702	0.182933	0	0
Glysoja.08G022704	0	0	0
Glysoja.08G022706	0	0	0
Glysoja.08G022714	0.47337	0.519912	0.112301
Glysoja.08G022715	0	0.590059	0.269095
Glysoja.08G022719	0.037748	0.309693	0.077058
Glysoja.08G022720	0	0	0
Glysoja.08G022724	0	0	0
Glysoja.08G022725	0	0	0
Glysoja.08G022726	0	0	0
Glysoja.08G022728	0	0	0.407022
Glysoja.08G022730	0	0	0
Glysoja.08G022735	0	0	0
Glysoja.08G022740	0.043963	0.113228	0.965682
Glysoja.08G022742	0.100858	0	0
Glysoja.08G022743	0	0	0
Glysoja.08G022746	0	0	0
Glysoja.08G022747	0.128786	0	0
Glysoja.08G022748	0	0	0.234694
Glysoja.08G022749	0	0	0
Glysoja.08G022750	0.016138	0	0
Glysoja.08G022751	0	0	0.057919
Glysoja.08G022752	0.034196	0	0
Glysoja.09G022754	0	0	0
Glysoja.09G022755	0.166605	0	0.142153
Glysoja.09G022760	0	0	0
Glysoja.09G022763	0	0	0
Glysoja.09G022775	0	0	0.773064
Glysoja.09G022778	0.052488	0	0.127304
Glysoja.09G022780	0	0	0.218426
Glysoja.09G022782	0	0	0
Glysoja.09G022784	0	0	0
Glysoja.09G022785	0.178295	0.116699	0.284806
Glysoja.09G022786	0	0	0
Glysoja.09G022789	0	0	0.099456
Glysoja.09G022790	0.330061	0.063782	0
Glysoja.09G022793	0	0	0.300509
Glysoja.09G022794	0	0	0.448965
Glysoja.09G022795	0	0	0
Glysoja.09G022796	0	0	0
Glysoja.09G022802	0	0	0.206978
Glysoja.09G022803	0	0.047867	0
Glysoja.09G022804	0	0	0
Glysoja.09G022805	0	0	0
Glysoja.09G022806	0	0	0
Glysoja.09G022808	0.140992	0.185637	0.067015
Glysoja.09G022809	0.082395	0	0.240288
Glysoja.09G022811	0	0	0.528268
Glysoja.09G022812	0	0	0
Glysoja.09G022813	0	0	0.100277
Glysoja.09G022822	0	0	0
Glysoja.09G022824	0.111771	0	0
Glysoja.09G022827	0	0	0
Glysoja.09G022838	0.594348	0.759263	0
Glysoja.09G022839	0.332747	0.499148	0.455741
Glysoja.09G022845	0	0	0.163419
Glysoja.09G022849	0	0	0
Glysoja.09G022854	0.149886	0.121248	0.950829
Glysoja.09G022856	0.331721	0.158469	0.368329
Glysoja.09G022857	0.656582	0	0.069976
Glysoja.09G022861	0	0	0
Glysoja.09G022863	0.482782	0.300827	0.522665
Glysoja.09G022866	0.790617	0.502991	0.585221
Glysoja.09G022873	0.159539	0.202729	0.41709
Glysoja.09G022874	0.168279	0.082887	0.286192
Glysoja.09G022875	0.274405	0.331235	0.143602
Glysoja.09G022876	0.309362	0.444242	0.558658
Glysoja.09G022883	0.423865	0.387203	0.304974
Glysoja.09G022890	0	0	0
Glysoja.09G022902	0	0	0
Glysoja.09G022906	0.58711	0.073813	0
Glysoja.09G022909	0	0	0.394981
Glysoja.09G022911	0.02571	0.046571	0.250508
Glysoja.09G022919	0.795583	0	0.130738
Glysoja.09G022942	0	0	0
Glysoja.09G022944	0.341985	0.540944	0.835342
Glysoja.09G022945	0.047503	0.105134	0.270272
Glysoja.09G022956	0	0	0
Glysoja.09G022957	0	0	0
Glysoja.09G022964	0.040999	0	0.021207
Glysoja.09G022965	0	0	0
Glysoja.09G022972	0	0	0
Glysoja.09G022989	0.430271	0.61654	0.92625
Glysoja.09G022990	0.824259	0.645206	0.703219
Glysoja.09G022991	0.513434	0.050847	0.688666
Glysoja.09G022994	0	0	0
Glysoja.09G022995	0	0	0
Glysoja.09G022996	0.100429	0	0
Glysoja.09G022999	0	0	0
Glysoja.09G023000	0	0	0
Glysoja.09G023001	0	0	0
Glysoja.09G023002	0	0	0
Glysoja.09G023007	0	0	0
Glysoja.09G023008	0.185539	0.10876	0
Glysoja.09G023009	0	0	0
Glysoja.09G023010	0	0	0
Glysoja.09G023011	0	0	0
Glysoja.09G023012	0	0	0.055877
Glysoja.09G023013	0.164207	0.291978	0.284771
Glysoja.09G023014	0.542415	0	0
Glysoja.09G023015	0.4462	0.031207	0
Glysoja.09G023016	0.046072	0.591757	0
Glysoja.09G023017	0	0.097863	0
Glysoja.09G023020	0	0	0
Glysoja.09G023022	0	0	0
Glysoja.09G023023	0.524165	0.568752	0.693702
Glysoja.09G023026	0	0	0
Glysoja.09G023033	0	0	0
Glysoja.09G023034	0	0	0.132578
Glysoja.09G023037	0	0	0.084677
Glysoja.09G023043	0	0	0
Glysoja.09G023046	0.078612	0.142871	0.060993
Glysoja.09G023048	0.731237	0.813157	0.968259
Glysoja.09G023049	1.781706	0.325837	0.605672
Glysoja.09G023056	0	0	0.189223
Glysoja.09G023062	0.614876	0	0.385787
Glysoja.09G023063	0.035835	0	0
Glysoja.09G023064	0.700595	0.452291	0.966078
Glysoja.09G023068	0.462506	0.100943	1.392245
Glysoja.09G023069	0	0.013055	0
Glysoja.09G023070	0	0	0
Glysoja.09G023071	0	0	0
Glysoja.09G023072	0	0	0
Glysoja.09G023076	0	0	0.036238
Glysoja.09G023079	0	0	0
Glysoja.09G023080	0.006349	0	0
Glysoja.09G023085	0.818344	0.645602	0
Glysoja.09G023086	0.422011	0.245366	0.331315
Glysoja.09G023087	0.365946	0	0
Glysoja.09G023088	0	0	0
Glysoja.09G023089	0.236298	0	0
Glysoja.09G023090	0	0	0
Glysoja.09G023091	0	0	0
Glysoja.09G023094	0	0.032968	0.477059
Glysoja.09G023098	0.223404	0	0
Glysoja.09G023099	0	0	0
Glysoja.09G023103	0	0	0.050405
Glysoja.09G023104	0.217799	0	0.25328
Glysoja.09G023107	0.884609	0.800524	0.114645
Glysoja.09G023110	0	0	0
Glysoja.09G023112	0	0	0
Glysoja.09G023113	0	0	0
Glysoja.09G023117	0	0	0
Glysoja.09G023123	0.395233	0.084998	0.419246
Glysoja.09G023124	0	0	0
Glysoja.09G023125	0.110957	0.213449	0
Glysoja.09G023127	0.126552	0	0.466068
Glysoja.09G023131	0	0	0.31037
Glysoja.09G023135	0.416337	0.247386	0.059407
Glysoja.09G023141	0	0	0
Glysoja.09G023143	0.349704	0.197655	0.295114
Glysoja.09G023145	0	0.551915	0.148924
Glysoja.09G023146	0	0	0
Glysoja.09G023149	0	0	0
Glysoja.09G023155	0	0	0
Glysoja.09G023157	0	0	0
Glysoja.09G023161	0	0	0
Glysoja.09G023162	0.072776	0	0
Glysoja.09G023164	0.374669	0.078765	0
Glysoja.09G023170	0	0	0
Glysoja.09G023171	0.141775	0.184893	0.465065
Glysoja.09G023172	0	0.029125	0.041055
Glysoja.09G023184	0	0	0
Glysoja.09G023190	0	0.060903	0
Glysoja.09G023195	0.403674	0.20729	0.980177
Glysoja.09G023197	0.132573	0.223337	0.24095
Glysoja.09G023200	0	0	0
Glysoja.09G023203	0	0	0
Glysoja.09G023204	0	0	0
Glysoja.09G023207	0	0	0
Glysoja.09G023208	0	0	0
Glysoja.09G023209	0.61345	0.28449	0
Glysoja.09G023210	0	0	0.085863
Glysoja.09G023211	0	0	0.223876
Glysoja.09G023213	0	0	0
Glysoja.09G023215	0.138029	0.064542	0
Glysoja.09G023216	0	0	0.076375
Glysoja.09G023217	0	0	0
Glysoja.09G023222	0	0.133421	0.957821
Glysoja.09G023224	0	0.130553	0.525732
Glysoja.09G023225	0	0.135897	0.9601
Glysoja.09G023227	0	0	0
Glysoja.09G023229	0	0	0
Glysoja.09G023232	0	0	0
Glysoja.09G023235	0	0.020872	0.020792
Glysoja.09G023236	0.238105	0.203401	0.272543
Glysoja.09G023238	0	0	0
Glysoja.09G023240	0	0.286511	0
Glysoja.09G023242	0.389171	0	0.23609
Glysoja.09G023243	0	0.214737	0
Glysoja.09G023248	1.015981	0.334501	0.695043
Glysoja.09G023253	0.492852	0.251146	0.483332
Glysoja.09G023258	0	0	0
Glysoja.09G023259	0	0	0
Glysoja.09G023260	0	0	0
Glysoja.09G023261	0	0	0
Glysoja.09G023262	0	0	0
Glysoja.09G023264	0	0	0
Glysoja.09G023265	0	0.169678	0
Glysoja.09G023266	0	0	0
Glysoja.09G023270	0.144108	0	0
Glysoja.09G023271	0.976518	0.110892	0.079124
Glysoja.09G023274	0	0	0
Glysoja.09G023275	0	0.057138	0.006197
Glysoja.09G023277	0.477391	0.473948	0.383033
Glysoja.09G023278	0	0	0
Glysoja.09G023279	0	0	0
Glysoja.09G023282	0	0	0
Glysoja.09G023283	0	0	0
Glysoja.09G023284	0	0	0
Glysoja.09G023288	0	0.160787	0.757264
Glysoja.09G023289	0	0	0
Glysoja.09G023291	0	0	0
Glysoja.09G023294	0	0.044361	0.022319
Glysoja.09G023302	0.292593	0.473191	0.545936
Glysoja.09G023303	0.044539	0	0
Glysoja.09G023304	0	0	0
Glysoja.09G023305	0	0	0
Glysoja.09G023306	0	0	0
Glysoja.09G023307	0	0	0
Glysoja.09G023309	0.097442	0.090521	0.315595
Glysoja.09G023314	0	0	0
Glysoja.09G023318	0	0	0.042814
Glysoja.09G023321	0.187506	0.055637	0
Glysoja.09G023323	0.090018	0	0
Glysoja.09G023324	0.775832	0	0.346922
Glysoja.09G023331	0	0.362106	0
Glysoja.09G023332	0	0	0
Glysoja.09G023334	0	0	0
Glysoja.09G023335	0	0	0
Glysoja.09G023337	0.119516	0.062198	0.901271
Glysoja.09G023338	0	0	0
Glysoja.09G023341	0.25655	0.281123	0.26407
Glysoja.09G023342	0	0	0
Glysoja.09G023343	0	0	0
Glysoja.09G023345	0	0	0
Glysoja.09G023347	0	0.063718	0.090342
Glysoja.09G023350	0	0	0.065904
Glysoja.09G023351	0	0	0
Glysoja.09G023361	0	0	0
Glysoja.09G023362	0	0	0
Glysoja.09G023363	0	0	0
Glysoja.09G023366	0	0.077527	0.764164
Glysoja.09G023367	0.894354	0.365434	0.738216
Glysoja.09G023371	0	0	0.036355
Glysoja.09G023372	0	0	0
Glysoja.09G023374	0	0.188973	0
Glysoja.09G023380	0	0	0
Glysoja.09G023382	0.605823	0.677043	0.933856
Glysoja.09G023384	0.080033	0.32755	0.960782
Glysoja.09G023391	0	0	0
Glysoja.09G023393	0.53103	0.982575	0
Glysoja.09G023394	0	0.637063	0.112771
Glysoja.09G023397	0	0.03216	0
Glysoja.09G023398	0.038742	0.149084	0
Glysoja.09G023401	0	0	0
Glysoja.09G023405	0	0	0
Glysoja.09G023406	0	0	0
Glysoja.09G023412	0	0	0
Glysoja.09G023413	0	0	0
Glysoja.09G023416	0	0.196016	0
Glysoja.09G023417	0	0	0
Glysoja.09G023418	0.236107	0.10031	0
Glysoja.09G023419	0	0	0
Glysoja.09G023421	0	0	0
Glysoja.09G023429	0	0.079399	0
Glysoja.09G023432	0.523502	0	0.261163
Glysoja.09G023433	0	0	0
Glysoja.09G023434	0.367421	0.825528	0.207135
Glysoja.09G023435	0	0	0
Glysoja.09G023442	0	0	0
Glysoja.09G023443	0	0	0
Glysoja.09G023444	0.025242	0	0.339123
Glysoja.09G023447	0.228058	0.236722	0.837714
Glysoja.09G023449	0	0	0
Glysoja.09G023451	0	0	0
Glysoja.09G023453	0	0	0
Glysoja.09G023454	0	0	0
Glysoja.09G023455	0	0	0
Glysoja.09G023456	0	0	0
Glysoja.09G023458	0	0.079266	0.030968
Glysoja.09G023459	0.01825	0.214405	0.871733
Glysoja.09G023460	0	0	0
Glysoja.09G023462	0	0	0
Glysoja.09G023465	0	0	0
Glysoja.09G023467	0	0.045118	0
Glysoja.09G023469	0	0	0
Glysoja.09G023472	0	0.129187	0
Glysoja.09G023473	0	0	0
Glysoja.09G023474	0	0	0
Glysoja.09G023475	0	0	0
Glysoja.09G023476	0	0	0
Glysoja.09G023477	0	0	0.036619
Glysoja.09G023478	0	0	0
Glysoja.09G023479	0	0.104298	0
Glysoja.09G023481	0	0.03445	0
Glysoja.09G023482	0.219286	0	0.655185
Glysoja.09G023484	0.402268	0.294582	0.066789
Glysoja.09G023485	0	0	0
Glysoja.09G023486	0	0	0
Glysoja.09G023487	0.118726	0.084839	0
Glysoja.09G023488	0	0	0
Glysoja.09G023490	0	0	0
Glysoja.09G023491	0	0	0
Glysoja.09G023492	0	0	0
Glysoja.09G023493	0	0	0
Glysoja.09G023494	0	0	0
Glysoja.09G023496	0	0	0
Glysoja.09G023498	0	0	0
Glysoja.09G023504	0	0	0
Glysoja.09G023508	0.152629	0.825458	0
Glysoja.09G023510	0	0	0
Glysoja.09G023511	0	0	0
Glysoja.09G023515	0	0.250197	0
Glysoja.09G023518	0	0	0
Glysoja.09G023522	0	0	0
Glysoja.09G023523	0	0	0
Glysoja.09G023525	0	0	0
Glysoja.09G023526	0	0.208681	0
Glysoja.09G023527	0	0	0
Glysoja.09G023529	0	0.183857	0
Glysoja.09G023531	0	0	0
Glysoja.09G023532	0	0	0
Glysoja.09G023533	0	0	0
Glysoja.09G023534	0	0	0
Glysoja.09G023535	0	0	0
Glysoja.09G023536	0	0	0
Glysoja.09G023537	0.043189	0	0
Glysoja.09G023538	0	0.181762	0
Glysoja.09G023541	0	0	0
Glysoja.09G023544	0	0	0
Glysoja.09G023545	0	0	0
Glysoja.09G023548	0	0	0
Glysoja.09G023549	0	0	0
Glysoja.09G023550	0	0	0
Glysoja.09G023551	0	0	0
Glysoja.09G023553	0	0	0
Glysoja.09G023555	0	0	0
Glysoja.09G023556	0.230597	0.130814	0.462649
Glysoja.09G023557	0.057993	0.060227	0.060397
Glysoja.09G023558	0	0	0
Glysoja.09G023559	0	0.073662	0.293505
Glysoja.09G023560	0	0	0.496574
Glysoja.09G023564	0	0	0
Glysoja.09G023565	0.226836	0.302948	0.383819
Glysoja.09G023566	0	0	0
Glysoja.09G023567	0.714926	0.117805	0.866675
Glysoja.09G023568	0.005285	0.007208	0.00729
Glysoja.09G023569	0.601787	0.088884	0.205539
Glysoja.09G023570	0.543255	0.394135	0.813908
Glysoja.09G023571	0.036652	0.038064	0.148127
Glysoja.09G023574	0	0	0
Glysoja.09G023575	0	0	0
Glysoja.09G023578	0.452584	0	0.323411
Glysoja.09G023579	0	0	0
Glysoja.09G023580	0	0	0
Glysoja.09G023581	0	0	0
Glysoja.09G023584	0	0	0
Glysoja.09G023588	0	0	0
Glysoja.09G023589	0	0	0
Glysoja.09G023590	0.144172	0.023177	0.294134
Glysoja.09G023591	0	0	0
Glysoja.09G023593	0	0	0
Glysoja.09G023594	0	0	0
Glysoja.09G023595	0	0	0
Glysoja.09G023596	0	0	0
Glysoja.09G023597	0	0	0
Glysoja.09G023598	0	0	0
Glysoja.09G023601	0	0	0
Glysoja.09G023602	0	0	0
Glysoja.09G023606	0.126977	0.125659	0.166553
Glysoja.09G023607	0	0	0
Glysoja.09G023608	0	0	0
Glysoja.09G023610	0	0	0
Glysoja.09G023611	0.818991	0.61014	0.281281
Glysoja.09G023612	0	0	0
Glysoja.09G023614	0	0	0
Glysoja.09G023616	0	0	0
Glysoja.09G023617	0.063641	0.016947	0.084405
Glysoja.09G023618	0	0	0
Glysoja.09G023623	0	0	0
Glysoja.09G023624	0	0	0.08186
Glysoja.09G023626	0	0	0
Glysoja.09G023629	0	0	0
Glysoja.09G023630	0	0	0
Glysoja.09G023632	0	0.052351	0
Glysoja.09G023633	0	0	0
Glysoja.09G023634	0.277134	0.707051	0.904041
Glysoja.09G023636	0	0	0
Glysoja.09G023640	0.441566	0.366502	0.247761
Glysoja.09G023641	0	0	0
Glysoja.09G023646	0	0	0
Glysoja.09G023648	0	0	0
Glysoja.09G023649	0	0.092177	0.183639
Glysoja.09G023650	0	0	0
Glysoja.09G023653	0	0	0
Glysoja.09G023654	0	0	0
Glysoja.09G023656	0	0	0
Glysoja.09G023657	0	0	0
Glysoja.09G023658	0	0	0
Glysoja.09G023659	0	0	0
Glysoja.09G023662	0	0	0
Glysoja.09G023666	0	0	0
Glysoja.09G023669	0	0.280463	0.86848
Glysoja.09G023670	0	0	0
Glysoja.09G023672	0	0	0
Glysoja.09G023676	0	0	0
Glysoja.09G023680	0	0	0.958537
Glysoja.09G023681	0	0	0
Glysoja.09G023682	0	0	0
Glysoja.09G023683	0	0	0.096086
Glysoja.09G023684	0	0	0
Glysoja.09G023685	0	0	0
Glysoja.09G023689	0	0	0.520864
Glysoja.09G023692	0	0	0
Glysoja.09G023694	0	0	0
Glysoja.09G023695	0.872368	1.018865	0.961743
Glysoja.09G023699	0	0	0
Glysoja.09G023700	0	0	0
Glysoja.09G023702	0	0	0
Glysoja.09G023703	0	0	0
Glysoja.09G023705	0	0	0
Glysoja.09G023706	0	0	0
Glysoja.09G023712	0	0.026074	0.129694
Glysoja.09G023713	0	0.108256	0.643775
Glysoja.09G023716	0	0	0
Glysoja.09G023717	0	0	0
Glysoja.09G023719	0	0	0
Glysoja.09G023720	0	0	0
Glysoja.09G023721	0.242086	0	0.082111
