ID	Species	Category	Names	Origin
s347	Glycine max (L.) Merr.	Landrace	Tong Xian Hei Shui Dou	China, Bei Jing
s348	Glycine max (L.) Merr.	Landrace	Mi Yun Hua Yao	China, Bei Jing
s349	Glycine max (L.) Merr.	Landrace	Fang Shan Huang Dou	China, Bei Jing
s350	Glycine max (L.) Merr.	Landrace	Shun Yi Hei Dou	China, Bei Jing
s351	Glycine max (L.) Merr.	Landrace	Mi Yun Lao Ye Lian	China, Bei Jing
s352	Glycine max (L.) Merr.	Landrace	Ning Xian Yi Wo Feng	China, Gan Su
s353	Glycine max (L.) Merr.	Landrace	Bai Zhen Zhu	China, Gan Su
s354	Glycine max (L.) Merr.	Landrace	Zhen Yuan Ba Yue Zha	China, Gan Su
s355	Glycine max (L.) Merr.	Landrace	Zheng Ning Lv Huang Dou	China, Gan Su
s356	Glycine max (L.) Merr.	Landrace	Huan Xian Yang Yan Jing Dou	China, Gan Su
s357	Glycine max (L.) Merr.	Landrace	Bai Gun Dou	China, Gan Su
s358	Glycine max (L.) Merr.	Landrace	Tan Er Bai	China, Gan Su
s359	Glycine max (L.) Merr.	Landrace	Hua Ting Yang Yan Qing Dou	China, Gan Su
s360	Glycine max (L.) Merr.	Landrace	Chi Cheng Lv Huang Dou	China, He Bei
s361	Glycine max (L.) Merr.	Landrace	PI 567481	China, He Bei
s362	Glycine max (L.) Merr.	Landrace	Yang Tian Xiao Huang Dou	China, He Bei
s363	Glycine max (L.) Merr.	Landrace	Tu Er Yan	China, He Bei
s364	Glycine max (L.) Merr.	Landrace	Cang Zhou Da Qing Dou	China, He Bei
s365	Glycine max (L.) Merr.	Landrace	Rao Shan Gun	China, He Bei
s366	Glycine max (L.) Merr.	Landrace	Da Hei Dou -1	China, He Bei
s367	Glycine max (L.) Merr.	Landrace	Da Li Hei Dou -1	China, He Bei
s368	Glycine max (L.) Merr.	Landrace	Da Huang Jia	China, He Bei
s369	Glycine max (L.) Merr.	Landrace	Xiao Jin Yuan	China, He Bei
s370	Glycine max (L.) Merr.	Landrace	Tie Jia Hei	China, He Bei
s371	Glycine max (L.) Merr.	Landrace	Xiao Li Huang	China, He Bei
s372	Glycine max (L.) Merr.	Landrace	Bai Qi Da Wan Dou	China, He Bei
s373	Glycine max (L.) Merr.	Landrace	Er Huang Yang	China, He Bei
s374	Glycine max (L.) Merr.	Landrace	Si Jiao Qi Huang Dou	China, He Bei
s375	Glycine max (L.) Merr.	Landrace	Di Liu Huang Dou -2	China, He Bei
s376	Glycine max (L.) Merr.	Landrace	Da He Dou	China, He Bei
s377	Glycine max (L.) Merr.	Landrace	Dang Nian Chen	China, He Bei
s378	Glycine max (L.) Merr.	Landrace	Qing Pi Dou -1	China, He Bei
s379	Glycine max (L.) Merr.	Landrace	Huang Dou	China, He Bei
s380	Glycine max (L.) Merr.	Landrace	Mao Dou Zi	China, He Bei
s381	Glycine max (L.) Merr.	Landrace	Zhang Yuan Xiao Tian E Dan	China, He Nan
s382	Glycine max (L.) Merr.	Landrace	Yong Cheng Yang Yan Dou	China, He Nan
s383	Glycine max (L.) Merr.	Landrace	Lin Xian Cao Huang Dou	China, He Nan
s384	Glycine max (L.) Merr.	Landrace	Kai Feng Qing Dou	China, He Nan
s385	Glycine max (L.) Merr.	Landrace	Shang Qiu Jiu Yue Qing	China, He Nan
s386	Glycine max (L.) Merr.	Landrace	Xin Yang Yang Yan Dou -1	China, He Nan
s387	Glycine max (L.) Merr.	Landrace	Bo Ai Hong Pi Zao Jiao	China, He Nan
s388	Glycine max (L.) Merr.	Landrace	Yu Xian Xiao Zi Cao Hei Dou	China, He Nan
s389	Glycine max (L.) Merr.	Landrace	Chen Liu Niu Mao Huang	China, He Nan
s390	Glycine max (L.) Merr.	Landrace	Mi Yang Xiao Zi Huang	China, He Nan
s391	Glycine max (L.) Merr.	Landrace	Mi Yang Niu Mao Huang	China, He Nan
s392	Glycine max (L.) Merr.	Landrace	Yan Cheng Qi Si Ni Dou	China, He Nan
s393	Glycine max (L.) Merr.	Landrace	Shang Qiu Ping Ding Shi	China, He Nan
s394	Glycine max (L.) Merr.	Landrace	Ji Yuan Shui Bai Dou	China, He Nan
s395	Glycine max (L.) Merr.	Landrace	Qin Yang Bai Dou	China, He Nan
s396	Glycine max (L.) Merr.	Landrace	Yong Cheng Xiao Jian Ke	China, He Nan
s397	Glycine max (L.) Merr.	Landrace	Dan Cheng Lao Shu Yan	China, He Nan
s398	Glycine max (L.) Merr.	Landrace	Ye Xian Hong Gun Dou	China, He Nan
s399	Glycine max (L.) Merr.	Landrace	Xi Chuan Ji Wo Huang	China, He Nan
s400	Glycine max (L.) Merr.	Landrace	He Nan Xiao You Dou	China, He Nan
s401	Glycine max (L.) Merr.	Landrace	Fang Zheng Wa Shi Dou	China, Hei Long Jiang
s402	Glycine max (L.) Merr.	Landrace	Qing An Hei Dou  -1	China, Hei Long Jiang
s403	Glycine max (L.) Merr.	Landrace	Si Li Jia Da Dou	China, Hei Long Jiang
s404	Glycine max (L.) Merr.	Landrace	Wu Chang Liu Yue Bao	China, Hu Bei
s405	Glycine max (L.) Merr.	Landrace	Huang Mao Dou	China, Hu Nan
s406	Glycine max (L.) Merr.	Landrace	Chang Chun Man Cang Jin	China, Ji Lin
s407	Glycine max (L.) Merr.	Landrace	PI 548318	China, Ji Lin
s408	Glycine max (L.) Merr.	Landrace	Huai De Bai Hua Da Li	China, Ji Lin
s409	Glycine max (L.) Merr.	Landrace	He Long You Tai	China, Ji Lin
s410	Glycine max (L.) Merr.	Landrace	Bao Di Gao	China, Ji Lin
s411	Glycine max (L.) Merr.	Landrace	Cha Mo Shi Dou	China, Ji Lin
s412	Glycine max (L.) Merr.	Landrace	Sui Ning Da Qing Dou Jia	China, Jiang Su
s413	Glycine max (L.) Merr.	Landrace	Su Dou No.1	China, Jiang Su
s414	Glycine max (L.) Merr.	Landrace	Huai Yang Chun Dou	China, Jiang Su
s415	Glycine max (L.) Merr.	Landrace	58-161	China, Jiang Su
s416	Glycine max (L.) Merr.	Landrace	Shu Yang Da Qing Dou Jia	China, Jiang Su
s417	Glycine max (L.) Merr.	Landrace	Tong Shan Tian E Dan	China, Jiang Su
s418	Glycine max (L.) Merr.	Landrace	Su Zhou Wu Yue Mao (Jia )	China, Jiang Su
s419	Glycine max (L.) Merr.	Landrace	Guan Nan Chun Hei Dou	China, Jiang Su
s420	Glycine max (L.) Merr.	Landrace	Pei Xian Da Bai Jiao	China, Jiang Su
s421	Glycine max (L.) Merr.	Landrace	Pi Xian Si Li Cao	China, Jiang Su
s422	Glycine max (L.) Merr.	Landrace	Bin Hai Da Bai Hua Jia	China, Jiang Su
s423	Glycine max (L.) Merr.	Landrace	Tai Zhou Bai Hua Wu Jia No.2	China, Jiang Su
s424	Glycine max (L.) Merr.	Landrace	Tai Xing Hei Dou -2	China, Jiang Su
s425	Glycine max (L.) Merr.	Landrace	Shu Yang Gua Shu	China, Jiang Su
s426	Glycine max (L.) Merr.	Landrace	Qiao Ning Ping Ding Huang	China, Jiang Su
s427	Glycine max (L.) Merr.	Landrace	Wu Jin Ben Niu Qing Dou	China, Jiang Su
s428	Glycine max (L.) Merr.	Landrace	Xu Zhou Xiao You Dou	China, Jiang Su
s429	Glycine max (L.) Merr.	Landrace	Pi Xian Hong Mao You Jia	China, Jiang Su
s430	Glycine max (L.) Merr.	Landrace	Tong Shan Hu Shan Da Si Li	China, Jiang Su
s431	Glycine max (L.) Merr.	Landrace	Pi Xian La Yang Huang	China, Jiang Su
s432	Glycine max (L.) Merr.	Landrace	Qi Dong Guan Qing Dou Jia	China, Jiang Su
s433	Glycine max (L.) Merr.	Landrace	Guan Yun Mao Ye Dou	China, Jiang Su
s434	Glycine max (L.) Merr.	Landrace	Ning Zhen No.1	China, Jiang Su
s435	Glycine max (L.) Merr.	Landrace	Xing Hua Ma Shi Zi (Ding )	China, Jiang Su
s436	Glycine max (L.) Merr.	Landrace	Guan Yun Hai Bai Hua  -2	China, Jiang Su
s437	Glycine max (L.) Merr.	Landrace	Pi Xian Hong Mao You	China, Jiang Su
s438	Glycine max (L.) Merr.	Landrace	Pei Xian Ba Yue Zha	China, Jiang Su
s439	Glycine max (L.) Merr.	Landrace	Yan Tian Qing Pi Dou	China, Jiang Xi
s440	Glycine max (L.) Merr.	Landrace	Heng Feng Wu Dou	China, Jiang Xi
s441	Glycine max (L.) Merr.	Landrace	Rui Jin Qing Pi Dou	China, Jiang Xi
s442	Glycine max (L.) Merr.	Landrace	Xiong Yue Xiao Li Huang -1	China, Liao Ning
s443	Glycine max (L.) Merr.	Landrace	Da Zi Qi	China, Liao Ning
s444	Glycine max (L.) Merr.	Landrace	Hui Mao Bian Jing	China, Liao Ning
s445	Glycine max (L.) Merr.	Landrace	Kuai Qing Pi	China, Liao Ning
s446	Glycine max (L.) Merr.	Landrace	Hei Dou  -1	China, Liao Ning
s447	Glycine max (L.) Merr.	Landrace	Mao Jia Huang	China, Liao Ning
s448	Glycine max (L.) Merr.	Landrace	Da Bai Qi	China, Liao Ning
s449	Glycine max (L.) Merr.	Landrace	Da Li Hei	China, Liao Ning
s450	Glycine max (L.) Merr.	Landrace	Xiao Jin Huang	China, Liao Ning
s451	Glycine max (L.) Merr.	Landrace	Liu Shi Tian Hai Cang	China, Liao Ning
s452	Glycine max (L.) Merr.	Landrace	Zong Mao Bian Jing	China, Liao Ning
s453	Glycine max (L.) Merr.	Landrace	Da Bai Mei	China, Liao Ning
s454	Glycine max (L.) Merr.	Landrace	Da Li Qing	China, Liao Ning
s455	Glycine max (L.) Merr.	Landrace	Qing Mo Shi Dou	China, Liao Ning
s456	Glycine max (L.) Merr.	Landrace	Xiao Bian Yuan Dou	China, Liao Ning
s457	Glycine max (L.) Merr.	Landrace	Qing Pi Ping Ding Xiang	China, Liao Ning
s458	Glycine max (L.) Merr.	Landrace	Hong Da Dou	China, Liao Ning
s459	Glycine max (L.) Merr.	Landrace	Yang Da Li	China, Liao Ning
s460	Glycine max (L.) Merr.	Landrace	Hei Qi Huang Dou	China, Liao Ning
s461	Glycine max (L.) Merr.	Landrace	Jin Yuan  -2	China, Liao Ning
s462	Glycine max (L.) Merr.	Landrace	Bian Hei Dou	China, Liao Ning
s463	Glycine max (L.) Merr.	Landrace	Bai Pi Zi	China, Liao Ning
s464	Glycine max (L.) Merr.	Landrace	Da Huang Dou -1	China, Nei Meng Gu
s465	Glycine max (L.) Merr.	Landrace	PI 567368	China, Ning Xia
s466	Glycine max (L.) Merr.	Landrace	94-2-6	China, North
s467	Glycine max (L.) Merr.	Landrace	Te Da Li	China, Shaan Xi
s468	Glycine max (L.) Merr.	Landrace	Bai Ke Huang	China, Shaan Xi
s469	Glycine max (L.) Merr.	Landrace	Yi Wo Feng -1	China, Shaan Xi
s470	Glycine max (L.) Merr.	Landrace	Ma Ma Niu Mao Huang	China, Shaan Xi
s471	Glycine max (L.) Merr.	Landrace	Huang Sha Dou -1	China, Shaan Xi
s472	Glycine max (L.) Merr.	Landrace	Lao Shu Pi	China, Shaan Xi
s473	Glycine max (L.) Merr.	Landrace	Zhu Ye Qing	China, Shaan Xi
s474	Glycine max (L.) Merr.	Landrace	Niu Yan Jing Quan Zi	China, Shaan Xi
s475	Glycine max (L.) Merr.	Landrace	Qian An Yi Li Chuan	China, Shaan Xi
s476	Glycine max (L.) Merr.	Landrace	Wan Dou Zao	China, Shaan Xi
s477	Glycine max (L.) Merr.	Landrace	Lv Xin Lao Ya Ling	China, Shaan Xi
s478	Glycine max (L.) Merr.	Landrace	Da Ke Huang Dou	China, Shaan Xi
s479	Glycine max (L.) Merr.	Landrace	Yan An Dou	China, Shaan Xi
s480	Glycine max (L.) Merr.	Landrace	Hei Yao Huang Dou	China, Shaan Xi
s481	Glycine max (L.) Merr.	Landrace	Huang Huai Dou	China, Shaan Xi
s482	Glycine max (L.) Merr.	Landrace	Cai Lv Dou	China, Shaan Xi
s483	Glycine max (L.) Merr.	Landrace	Ji Mo You Dou	China, Shan Dong
s484	Glycine max (L.) Merr.	Landrace	Da Jiao Ni Dou	China, Shan Dong
s485	Glycine max (L.) Merr.	Landrace	Bai Tian Shu Xiao Huang Dou	China, Shan Dong
s486	Glycine max (L.) Merr.	Landrace	Liu Yue Hong	China, Shan Dong
s487	Glycine max (L.) Merr.	Landrace	Liu Shi Ri Jin Huang Da Dou	China, Shan Dong
s488	Glycine max (L.) Merr.	Landrace	Pa Man Qing	China, Shan Dong
s489	Glycine max (L.) Merr.	Landrace	Da Hua Pi	China, Shan Dong
s490	Glycine max (L.) Merr.	Landrace	Fo Ding Zhu	China, Shan Dong
s491	Glycine max (L.) Merr.	Landrace	Ping Ding Huang Dou	China, Shan Dong
s492	Glycine max (L.) Merr.	Landrace	Hong Hua Dou	China, Shan Dong
s493	Glycine max (L.) Merr.	Landrace	Zao Zhuang Leng Da Dou	China, Shan Dong
s494	Glycine max (L.) Merr.	Landrace	He Nan Chun	China, Shan Dong
s495	Glycine max (L.) Merr.	Landrace	Yan Huang No.1	China, Shan Dong
s496	Glycine max (L.) Merr.	Landrace	Qing No.6	China, Shan Dong
s497	Glycine max (L.) Merr.	Landrace	Ping Yi Liu Yue Xian	China, Shan Dong
s498	Glycine max (L.) Merr.	Landrace	Yang Yan	China, Shan Dong
s499	Glycine max (L.) Merr.	Landrace	Ning Yang Jiao Zi Ye	China, Shan Dong
s500	Glycine max (L.) Merr.	Landrace	Zhang Qiu Jia Huang Dou	China, Shan Dong
s501	Glycine max (L.) Merr.	Landrace	Tai An Ba Yue Zha	China, Shan Dong
s502	Glycine max (L.) Merr.	Landrace	Mo Shi	China, Shan Dong
s503	Glycine max (L.) Merr.	Landrace	Teng Xian Da Wu Ye	China, Shan Dong
s504	Glycine max (L.) Merr.	Landrace	Zou Ping Hei Ma Hu Yan	China, Shan Dong
s505	Glycine max (L.) Merr.	Landrace	Cha Dou	China, Shan Dong
s506	Glycine max (L.) Merr.	Landrace	Si Li Hei Dou	China, Shan Dong
s507	Glycine max (L.) Merr.	Landrace	Lai Wu Ba Yue Zha	China, Shan Dong
s508	Glycine max (L.) Merr.	Landrace	Yi Dou Ping Ding Huang	China, Shan Dong
s509	Glycine max (L.) Merr.	Landrace	Qi Si Mi	China, Shan Dong
s510	Glycine max (L.) Merr.	Landrace	Ping Ding Hei -2	China, Shan Dong
s511	Glycine max (L.) Merr.	Landrace	Mao Huang Dou	China, Shan Dong
s512	Glycine max (L.) Merr.	Landrace	Li Cheng Xiao Li Qing	China, Shan Dong
s513	Glycine max (L.) Merr.	Landrace	Bai Mei Xiao Qing Dou	China, Shan Dong
s514	Glycine max (L.) Merr.	Landrace	Qi Yue Zha	China, Shan Dong
s515	Glycine max (L.) Merr.	Landrace	Hui Min Tu Zi Yan	China, Shan Dong
s516	Glycine max (L.) Merr.	Landrace	Xiao Li Hei	China, Shan Dong
s517	Glycine max (L.) Merr.	Landrace	Niu Jiao Qi	China, Shan Dong
s518	Glycine max (L.) Merr.	Landrace	Si Jiao Qi	China, Shan Dong
s519	Glycine max (L.) Merr.	Landrace	Xiao Lao Shu Yan Hei Dou	China, Shan Dong
s520	Glycine max (L.) Merr.	Landrace	Shui Li Zhan	China, Shan Dong
s521	Glycine max (L.) Merr.	Landrace	Si Li Yuan	China, Shan Dong
s522	Glycine max (L.) Merr.	Landrace	Wei Xian Gu Li Hun Qing Dou	China, Shan Dong
s523	Glycine max (L.) Merr.	Landrace	Shui Pi Qing Dou	China, Shan Dong
s524	Glycine max (L.) Merr.	Landrace	Lv Cao Dou	China, Shan Dong
s525	Glycine max (L.) Merr.	Landrace	Niu Mao Huang Hei Dou	China, Shan Xi
s526	Glycine max (L.) Merr.	Landrace	Bai Pi Huang Dou	China, Shan Xi
s527	Glycine max (L.) Merr.	Landrace	Tai Gu Zao	China, Shan Xi
s528	Glycine max (L.) Merr.	Landrace	Zi Jie Dou	China, Shan Xi
s529	Glycine max (L.) Merr.	Landrace	Bian Zhuang Da Dou	China, Shan Xi
s530	Glycine max (L.) Merr.	Landrace	Qing Ke Yuan Dou	China, Shan Xi
s531	Glycine max (L.) Merr.	Landrace	Lei Lei Dou	China, Shan Xi
s532	Glycine max (L.) Merr.	Landrace	Shan Xi Ping Ding Huang	China, Shan Xi
s533	Glycine max (L.) Merr.	Landrace	Xiao Hei Dou	China, Shan Xi
s534	Glycine max (L.) Merr.	Landrace	Hui Lin Qing	China, Shan Xi
s535	Glycine max (L.) Merr.	Landrace	Tu Hei Dou	China, Shan Xi
s536	Glycine max (L.) Merr.	Landrace	Pu Dong Da Huang Dou	China, Shang Hai
s537	Glycine max (L.) Merr.	Landrace	Song Jiang Deng Xi Feng Jia	China, Shang Hai
s538	Glycine max (L.) Merr.	Landrace	Feng Xian Sui Dao Huang	China, Shang Hai
s539	Glycine max (L.) Merr.	Landrace	Shang Hai Chi Sha Huang Dou	China, Shang Hai
s540	Glycine max (L.) Merr.	Landrace	Le Shan Da Huang Ke	China, Si Chuan
s541	Glycine max (L.) Merr.	Landrace	Gong Xian Er Ji Zao	China, Si Chuan
s542	Glycine max (L.) Merr.	Landrace	Bei Chuan Wu Yan Wo	China, Si Chuan
s543	Glycine max (L.) Merr.	Landrace	Zi Gong Qing Pi Dou	China, Si Chuan
s544	Glycine max (L.) Merr.	Landrace	Shi Mian Da Dou Zi	China, Si Chuan
s545	Glycine max (L.) Merr.	Landrace	Bao Ji Mu	China, Si Chuan
s546	Glycine max (L.) Merr.	Landrace	Bei Chuan Da Yang Wei Ba	China, Si Chuan
s547	Glycine max (L.) Merr.	Landrace	Peng Xi Da Liu Yue Huang	China, Si Chuan
s548	Glycine max (L.) Merr.	Landrace	Bei Chuan Tu Er Dou	China, Si Chuan
s549	Glycine max (L.) Merr.	Landrace	Le Shan Zi Pi Dou	China, Si Chuan
s550	Glycine max (L.) Merr.	Landrace	Xiao Hei Dou  -1	China, Si Chuan
s551	Glycine max (L.) Merr.	Landrace	PI 283327	China, Tai Wan
s552	Glycine max (L.) Merr.	Landrace	Chang Ji Huang Dou No.1	China, Xin Jiang
s553	Glycine max (L.) Merr.	Landrace	Shi Da Dou No.1	China, Xin Jiang
s554	Glycine max (L.) Merr.	Landrace	Shi Da Dou No.2	China, Xin Jiang
s555	Glycine max (L.) Merr.	Landrace	Xin Jiang Zao Shu Pin Zhong	China, Xin Jiang
s556	Glycine max (L.) Merr.	Landrace	Xin Da Dou No.1	China, Xin Jiang
s557	Glycine max (L.) Merr.	Landrace	Wang Zhong Wang	China, Xin Jiang
s558	Glycine max (L.) Merr.	Landrace	Chang Ji Huang Dou	China, Xin Jiang
s559	Glycine max (L.) Merr.	Landrace	PI 567238	China, Yun Nan
s560	Glycine max (L.) Merr.	Landrace	Ri Ben Hei Qi	Japan
s561	Glycine max (L.) Merr.	Landrace	PI 59845	Japan, Akita
s562	Glycine max (L.) Merr.	Landrace	PI 81775	Japan, Akita
s563	Glycine max (L.) Merr.	Landrace	Shi Sheng Chang Ye	Japan, Hokkaido
s564	Glycine max (L.) Merr.	Landrace	Bei Hai Dao Da Dou	Japan, Hokkaido
s565	Glycine max (L.) Merr.	Landrace	§¬§å§Ò§Ñ§ß§ã§Ü§Ñ§ñ No.76	Russian Federation
s566	Glycine max (L.) Merr.	Landrace	§·§Ö§â§ã§à§ß§ã§Ü§Ñ§ñ£±	Russian Federation
s567	Glycine max (L.) Merr.	Landrace	PI 423766	South Korea, Kangwon
s568	Glycine max (L.) Merr.	Landrace	Huang Sha Dou -2	United States
s569	Glycine max (L.) Merr.	Landrace	PI 556511	United States
s570	Glycine max (L.) Merr.	Landrace	Clark63	United States, Illinois
s571	Glycine max (L.) Merr.	Landrace	PI 547786	United States, Illinois
s572	Glycine max (L.) Merr.	Landrace	PI 547782	United States, Illinois
s573	Glycine max (L.) Merr.	Landrace	PI 547745	United States, Illinois
s574	Glycine max (L.) Merr.	Landrace	PI 547732	United States, Illinois
s575	Glycine max (L.) Merr.	Landrace	PI 547549	United States, Illinois
s576	Glycine max (L.) Merr.	Landrace	PI 547553	United States, Illinois
s577	Glycine max (L.) Merr.	Landrace	PI 547539	United States, Illinois
s578	Glycine max (L.) Merr.	Landrace	PI 548170	United States, Illinois
s579	Glycine max (L.) Merr.	Landrace	PI 547612	United States, Illinois
s580	Glycine max (L.) Merr.	Landrace	PI 525453	United States, Iowa
s581	Glycine max (L.) Merr.	Landrace	PI 632420	United States, Ohio
s582	Glycine max (L.) Merr.	Landrace	K20-3	Unknown
s583	Glycine max (L.) Merr.	Landrace	Hkrdes	Unknown
s584	Glycine max (L.) Merr.	Landrace	K9602-1	Unknown
s585	Glycine max (L.) Merr.	Landrace	Mamotan(F-8)A	Unknown
s586	Glycine max (L.) Merr.	Landrace	K099	Unknown
s587	Glycine max (L.) Merr.	Landrace	Dcjsey4500	Unknown
s588	Glycine max (L.) Merr.	Landrace	WD001	Unknown
s589	Glycine max (L.) Merr.	Improved cultivar	Mei No.2	China
s590	Glycine max (L.) Merr.	Improved cultivar	Jian No.8	China
s591	Glycine max (L.) Merr.	Improved cultivar	Jian No.9	China
s592	Glycine max (L.) Merr.	Improved cultivar	Bian G2-3	China
s593	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.24	China, An Hui
s594	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.29	China, An Hui
s595	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.30	China, An Hui
s596	Glycine max (L.) Merr.	Improved cultivar	Meng Qing No.3	China, An Hui
s597	Glycine max (L.) Merr.	Improved cultivar	Wan Dou No.28	China, An Hui
s598	Glycine max (L.) Merr.	Improved cultivar	Sui Ke No.928	China, An Hui
s599	Glycine max (L.) Merr.	Improved cultivar	Fu 75-65	China, An Hui
s600	Glycine max (L.) Merr.	Improved cultivar	Fu Yang No.335	China, An Hui
s601	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.15	China, Bei Jing
s602	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.4 -1	China, Bei Jing
s603	Glycine max (L.) Merr.	Improved cultivar	Zhong Pin No.661	China, Bei Jing
s604	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.53	China, Bei Jing
s605	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.55	China, Bei Jing
s606	Glycine max (L.) Merr.	Improved cultivar	Ke Xin No.4	China, Bei Jing
s607	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.14	China, Bei Jing
s608	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.44	China, Bei Jing
s609	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.19	China, Bei Jing
s610	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo 9056	China, Bei Jing
s611	Glycine max (L.) Merr.	Improved cultivar	Jing Yin Ke Xuan No.1	China, Bei Jing
s612	Glycine max (L.) Merr.	Improved cultivar	Jing Huang No.3	China, Bei Jing
s613	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.24	China, Bei Jing
s614	Glycine max (L.) Merr.	Improved cultivar	Ke Xin No.3	China, Bei Jing
s615	Glycine max (L.) Merr.	Improved cultivar	Jing Feng No.1	China, Bei Jing
s616	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.66	China, Bei Jing
s617	Glycine max (L.) Merr.	Improved cultivar	Hao Cai No.1	China, Bei Jing
s618	Glycine max (L.) Merr.	Improved cultivar	Zhong Ke No.42	China, Bei Jing
s619	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.43	China, Bei Jing
s620	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.58	China, Bei Jing
s621	Glycine max (L.) Merr.	Improved cultivar	Zao Shu No.18	China, Bei Jing
s622	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.30	China, Bei Jing
s623	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.48	China, Bei Jing
s624	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.34	China, Bei Jing
s625	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.28	China, Bei Jing
s626	Glycine max (L.) Merr.	Improved cultivar	Zhong Pin 03-5368	China, Bei Jing
s627	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo J9056	China, Bei Jing
s628	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.29	China, Bei Jing
s629	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.67	China, Bei Jing
s630	Glycine max (L.) Merr.	Improved cultivar	Ke Dou No.1	China, Bei Jing
s631	Glycine max (L.) Merr.	Improved cultivar	Ke Huang No.3	China, Bei Jing
s632	Glycine max (L.) Merr.	Improved cultivar	Zhong Pin 03-5363	China, Bei Jing
s633	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.1	China, Bei Jing
s634	Glycine max (L.) Merr.	Improved cultivar	Zhong Zuo 5807	China, Bei Jing
s635	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.41	China, Bei Jing
s636	Glycine max (L.) Merr.	Improved cultivar	Ke Xin No.8	China, Bei Jing
s637	Glycine max (L.) Merr.	Improved cultivar	Zao Shu No.17	China, Bei Jing
s638	Glycine max (L.) Merr.	Improved cultivar	Ke Xi No.8	China, Bei Jing
s639	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.61	China, Bei Jing
s640	Glycine max (L.) Merr.	Improved cultivar	Ke Xin No.6	China, Bei Jing
s641	Glycine max (L.) Merr.	Improved cultivar	Ke Feng No.35	China, Bei Jing
s642	Glycine max (L.) Merr.	Improved cultivar	Zhong Huang No.49	China, Bei Jing
